@relation answerExp4
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@data
"HUM:ind" , "who" , "sing" , "about" 
"HUM:ind" , "what" , "costume" , "designer" 
"NUM:count" , "how" , "many" , "row" 
"NUM:count" , "what" , "be" , "the" 
"LOC:other" , "what" , "sea" , "separate" 
"NUM:count" , "how" , "many" , "lawyer" 
"HUM:ind" , "name" , "the" , "blind" 
"HUM:ind" , "what" , "national" , "basketball" 
"NUM:date" , "when" , "do" , "fraze" 
"NUM:count" , "how" , "many" , "game" 
"HUM:ind" , "who" , "develop" , "the" 
"HUM:ind" , "who" , "make" , "the" 
"LOC:country" , "what" , "country" , "claim" 
"NUM:count" , "how" , "many" , "question" 
"LOC:other" , "where" , "can" , "i" 
"HUM:ind" , "what" , "character" , "do" 
"NUM:date" , "when" , "be" , "the" 
"HUM:ind" , "what" , "asian" , "spiritual" 
"LOC:other" , "where" , "be" , "ocho" 
"LOC:other" , "what" , "ocean" , "do" 
"LOC:country" , "what" , "country" , "be" 
"LOC:city" , "tell" , "me" , "what" 
"LOC:other" , "what" , "be" , "bill" 
"HUM:ind" , "what" , "english" , "queen" 
"NUM:other" , "what" , "be" , "the" 
"NUM:money" , "how" , "much" , "do" 
"HUM:ind" , "what" , "two" , "baseball" 
"NUM:perc" , "of" , "child" , "between" 
"LOC:state" , "what" , "the" , "northernmost" 
"LOC:other" , "name" , "an" , "art" 
"HUM:ind" , "who" , "sell" , "viagra" 
"LOC:other" , "what" , "building" , "be" 
"HUM:ind" , "who" , "do" , "dita" 
"LOC:country" , "what" , "country" , "be" 
"HUM:ind" , "who" , "serve" , "a" 
"NUM:code" , "what" , "be" , "columbia" 
"HUM:ind" , "which" , "one" , "of" 
"HUM:ind" , "who" , "be" , "the" 
"LOC:city" , "what" , "be" , "the" 
"LOC:other" , "what" , "continent" , "be" 
"HUM:ind" , "who" , "kill" , "more" 
"LOC:state" , "what" , "state" , "have" 
"NUM:count" , "what" , "be" , "the" 
"HUM:ind" , "what" , "mustachioed" , "comedian" 
"NUM:money" , "what" , "do" , "each" 
"HUM:ind" , "what" , "actor" , "and" 
"LOC:city" , "what" , "city" , "be" 
"HUM:ind" , "who" , "portray" , "dracula" 
"NUM:date" , "when" , "be" , "fish" 
"HUM:ind" , "what" , "president" , "favorite" 
"NUM:count" , "how" , "many" , "elevator" 
"LOC:country" , "what" , "country" , "be" 
"LOC:city" , "what" , "city" , "be" 
"NUM:period" , "how" , "long" , "do" 
"NUM:money" , "what" , "can" , "you" 
"LOC:other" , "where" , "do" , "the" 
"NUM:count" , "how" , "much" , "will" 
"HUM:ind" , "what" , "mystery" , "writer" 
"LOC:state" , "what" , "state" , "full" 
"LOC:other" , "what" , "be" , "the" 
"LOC:other" , "where" , "be" , "sinn" 
"NUM:date" , "the" , "iraqi" , "launch" 
"LOC:country" , "what" , "country" , "northernmost" 
"LOC:other" , "what" , "sound" , "do" 
"LOC:city" , "what" , "kentucky" , "city" 
"NUM:count" , "how" , "many" , "be" 
"LOC:country" , "what" , "european" , "country" 
"LOC:state" , "what" , "state" , "be" 
"LOC:other" , "where" , "be" , "the" 
"LOC:other" , "what" , "be" , "the" 
"HUM:ind" , "what" , "be" , "the" 
"HUM:ind" , "what" , "presidential" , "press" 
"HUM:ind" , "which" , "of" , "these" 
"HUM:ind" , "who" , "be" , "the" 
"LOC:other" , "where" , "be" , "the" 
"NUM:date" , "when" , "be" , "president" 
"HUM:ind" , "whose" , "cupboard" , "be" 
"LOC:other" , "what" , "be" , "the" 
"HUM:ind" , "what" , "the" , "name" 
"HUM:ind" , "who" , "invent" , "the" 
"HUM:ind" , "what" , "fictional" , "character" 
"NUM:count" , "how" , "many" , "people" 
"HUM:ind" , "who" , "do" , "shakespeare" 
"LOC:country" , "which" , "country" , "be" 
"NUM:count" , "how" , "many" , "time" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "what" , "two" , "commander" 
"HUM:ind" , "name" , "the" , "creator" 
"HUM:ind" , "who" , "reply" , "i" 
"LOC:other" , "what" , "the" , "home" 
"LOC:other" , "where" , "can" , "i" 
"HUM:ind" , "who" , "win" , "the" 
"HUM:ind" , "name" , "the" , "first" 
"HUM:ind" , "what" , "be" , "football" 
"HUM:ind" , "what" , "singer" , "sing" 
"NUM:count" , "how" , "much" , "pizza" 
"LOC:other" , "what" , "be" , "the" 
"LOC:state" , "what" , "state" , "have" 
"LOC:state" , "what" , "state" , "home" 
"NUM:speed" , "how" , "fast" , "do" 
"NUM:speed" , "how" , "fast" , "be" 
"HUM:ind" , "what" , "count" , "do" 
"NUM:perc" , "what" , "be" , "the" 
"LOC:other" , "what" , "be" , "the" 
"NUM:dist" , "how" , "far" , "be" 
"NUM:count" , "how" , "many" , "year" 
"LOC:other" , "where" , "do" , "the" 
"LOC:city" , "which" , "city" , "in" 
"NUM:period" , "how" , "old" , "be" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "who" , "be" , "luke" 
"LOC:other" , "where" , "be" , "the" 
"NUM:other" , "what" , "be" , "the" 
"NUM:date" , "when" , "will" , "the" 
"HUM:ind" , "who" , "create" , "the" 
"HUM:ind" , "which" , "vietnamese" , "terrorist" 
"LOC:other" , "what" , "do" , "we" 
"LOC:country" , "what" , "country" , "capital" 
"LOC:other" , "where" , "do" , "ray" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "who" , "establish" , "a" 
"NUM:other" , "what" , "be" , "the" 
"LOC:other" , "where" , "can" , "i" 
"LOC:other" , "where" , "do" , "honecker" 
"NUM:period" , "what" , "be" , "the" 
"NUM:count" , "how" , "many" , "member" 
"HUM:ind" , "who" , "shoot" , "and" 
"HUM:ind" , "what" , "future" , "president" 
"HUM:ind" , "who" , "be" , "the" 
"NUM:dist" , "what" , "be" , "the" 
"NUM:date" , "when" , "be" , "cnn" 
"LOC:country" , "what" , "african" , "country" 
"HUM:ind" , "what" , "be" , "the" 
"HUM:ind" , "what" , "hear" , "artist" 
"HUM:ind" , "who" , "write" , "son" 
"LOC:city" , "what" , "french" , "seaport" 
"NUM:period" , "how" , "long" , "do" 
"NUM:count" , "how" , "many" , "millisecond" 
"HUM:ind" , "what" , "cherokee" , "indian" 
"NUM:date" , "when" , "be" , "camcorder" 
"NUM:perc" , "what" , "be" , "the" 
"HUM:ind" , "who" , "be" , "the" 
"LOC:country" , "what" , "country" , "have" 
"HUM:ind" , "what" , "be" , "william" 
"HUM:ind" , "who" , "do" , "richard" 
"HUM:ind" , "which" , "of" , "the" 
"NUM:money" , "what" , "be" , "the" 
"NUM:count" , "how" , "many" , "state" 
"NUM:count" , "how" , "many" , "shilling" 
"HUM:ind" , "who" , "take" , "over" 
"HUM:ind" , "what" , "nazi" , "leader" 
"NUM:other" , "what" , "brand" , "number" 
"LOC:city" , "what" , "city" , "be" 
"HUM:ind" , "who" , "be" , "the" 
"LOC:other" , "what" , "be" , "the" 
"HUM:ind" , "who" , "betray" , "norway" 
"HUM:ind" , "who" , "take" , "the" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "who" , "be" , "station" 
"NUM:date" , "in" , "what" , "year" 
"NUM:dist" , "how" , "tall" , "be" 
"HUM:ind" , "what" , "actor" , "dress" 
"NUM:period" , "how" , "long" , "do" 
"NUM:count" , "how" , "much" , "of" 
"LOC:other" , "what" , "lake" , "be" 
"LOC:other" , "what" , "be" , "the" 
"NUM:count" , "how" , "many" , "people" 
"HUM:ind" , "who" , "write" , "the" 
"HUM:ind" , "what" , "be" , "the" 
"HUM:ind" , "who" , "claim" , "to" 
"HUM:ind" , "what" , "honeymooners" , "actress" 
"HUM:ind" , "what" , "be" , "the" 
"HUM:ind" , "silly" , "putty" , "be" 
"HUM:ind" , "who" , "invent" , "the" 
"HUM:ind" , "whom" , "do" , "lauren" 
"NUM:count" , "how" , "many" , "time" 
"LOC:city" , "what" , "city" , "or" 
"NUM:period" , "shea" , "and" , "gould" 
"NUM:date" , "what" , "year" , "do" 
"HUM:ind" , "what" , "composer" , "be" 
"NUM:count" , "how" , "many" , "url" 
"NUM:period" , "how" , "long" , "after" 
"HUM:ind" , "who" , "create" , "the" 
"HUM:ind" , "who" , "be" , "the" 
"LOC:other" , "where" , "be" , "all" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "what" , "department" , "store" 
"LOC:city" , "what" , "be" , "the" 
"LOC:state" , "what" , "state" , "have" 
"LOC:state" , "what" , "state" , "end" 
"NUM:count" , "how" , "many" , "variety" 
"LOC:other" , "what" , "be" , "the" 
"NUM:count" , "how" , "many" , "people" 
"HUM:ind" , "who" , "be" , "camp" 
"HUM:ind" , "who" , "portray" , "the" 
"NUM:money" , "how" , "much" , "money" 
"NUM:date" , "in" , "what" , "year" 
"LOC:country" , "what" , "country" , "boast" 
"NUM:money" , "what" , "be" , "the" 
"LOC:other" , "what" , "metropolis" , "landmark" 
"LOC:other" , "where" , "can" , "one" 
"LOC:city" , "in" , "what" , "city" 
"HUM:ind" , "who" , "win" , "the" 
"HUM:ind" , "who" , "be" , "credit" 
"LOC:country" , "what" , "nationality" , "be" 
"NUM:count" , "how" , "much" , "of" 
"NUM:date" , "when" , "be" , "queen" 
"NUM:count" , "how" , "many" , "people" 
"LOC:other" , "what" , "be" , "worth" 
"NUM:date" , "when" , "be" , "yemen" 
"HUM:ind" , "what" , "mexican" , "leader" 
"NUM:money" , "what" , "be" , "the" 
"NUM:other" , "what" , "be" , "the" 
"LOC:other" , "where" , "be" , "santa" 
"HUM:ind" , "what" , "female" , "painter" 
"HUM:ind" , "what" , "be" , "name" 
"NUM:other" , "what" , "be" , "the" 
"NUM:date" , "what" , "year" , "do" 
"HUM:ind" , "who" , "create" , "big" 
"LOC:city" , "what" , "city" , "be" 
"LOC:state" , "what" , "populous" , "state" 
"LOC:state" , "in" , "what" , "state" 
"NUM:date" , "when" , "do" , "aldous" 
"LOC:country" , "what" , "country" , "do" 
"NUM:period" , "how" , "long" , "be" 
"NUM:count" , "how" , "many" , "people" 
"HUM:ind" , "what" , "actress" , "be" 
"HUM:ind" , "who" , "play" , "the" 
"HUM:ind" , "who" , "invent" , "the" 
"NUM:date" , "when" , "do" , "human" 
"LOC:city" , "what" , "city" , "in" 
"LOC:other" , "what" , "tokyo" , "street" 
"NUM:period" , "what" , "be" , "the" 
"HUM:ind" , "when" , "mighty" , "mouse" 
"NUM:count" , "how" , "many" , "president" 
"NUM:date" , "when" , "be" , "the" 
"HUM:ind" , "what" , "be" , "nathan" 
"NUM:count" , "how" , "many" , "disk" 
"NUM:period" , "how" , "old" , "be" 
"NUM:perc" , "what" , "percentage" , "of" 
"NUM:count" , "how" , "many" , "year" 
"NUM:count" , "how" , "many" , "people" 
"LOC:country" , "what" , "country" , "be" 
"HUM:ind" , "what" , "new" , "york" 
"HUM:ind" , "who" , "be" , "consider" 
"HUM:ind" , "who" , "pen" , "neither" 
"HUM:ind" , "who" , "head" , "hitler" 
"LOC:city" , "what" , "south" , "american" 
"LOC:city" , "what" , "german" , "city" 
"LOC:other" , "what" , "island" , "group" 
"HUM:ind" , "what" , "be" , "a" 
"LOC:other" , "where" , "be" , "helium" 
"HUM:ind" , "who" , "make" , "the" 
"HUM:ind" , "what" , "french" , "designer" 
"NUM:date" , "what" , "season" , "be" 
"HUM:ind" , "what" , "comedian" , "be" 
"LOC:country" , "what" , "country" , "be" 
"HUM:ind" , "what" , "apollo" , "astronaut" 
"NUM:money" , "what" , "be" , "the" 
"LOC:mount" , "what" , "be" , "the" 
"HUM:ind" , "what" , "good" , "little" 
"HUM:ind" , "what" , "be" , "the" 
"NUM:date" , "what" , "month" , "date" 
"NUM:count" , "how" , "many" , "cubic" 
"LOC:other" , "what" , "the" , "world" 
"LOC:country" , "what" , "three" , "european" 
"NUM:count" , "how" , "many" , "earthworm" 
"HUM:ind" , "who" , "make" , "stonehenge" 
"NUM:other" , "what" , "be" , "the" 
"HUM:ind" , "who" , "the" , "founder" 
"NUM:date" , "in" , "what" , "year" 
"HUM:ind" , "who" , "be" , "the" 
"LOC:other" , "what" , "the" , "world" 
"LOC:city" , "what" , "asian" , "city" 
"NUM:date" , "when" , "will" , "jean" 
"HUM:ind" , "what" , "famous" , "soldier" 
"LOC:city" , "what" , "be" , "the" 
"LOC:other" , "what" , "constellation" , "contain" 
"NUM:count" , "how" , "many" , "meter" 
"LOC:other" , "what" , "famed" , "london" 
"NUM:count" , "how" , "many" , "milligram" 
"LOC:other" , "where" , "do" , "he" 
"LOC:other" , "where" , "can" , "i" 
"HUM:ind" , "what" , "be" , "michael" 
"HUM:ind" , "who" , "be" , "the" 
"NUM:period" , "how" , "long" , "be" 
"LOC:other" , "where" , "do" , "mother" 
"NUM:other" , "what" , "the" , "population" 
"HUM:ind" , "who" , "start" , "the" 
"NUM:period" , "how" , "old" , "be" 
"HUM:ind" , "which" , "nba" , "player" 
"NUM:count" , "how" , "many" , "colored" 
"LOC:other" , "where" , "be" , "the" 
"LOC:other" , "what" , "caribbean" , "island" 
"LOC:other" , "where" , "be" , "amsterdam" 
"LOC:other" , "where" , "can" , "i" 
"HUM:ind" , "who" , "be" , "the" 
"LOC:city" , "what" , "australian" , "city" 
"HUM:ind" , "name" , "randy" , "craft" 
"LOC:other" , "what" , "river" , "do" 
"NUM:other" , "how" , "often" , "be" 
"NUM:count" , "how" , "many" , "president" 
"HUM:ind" , "what" , "be" , "a" 
"HUM:ind" , "who" , "portray" , "vincent" 
"LOC:other" , "what" , "be" , "a" 
"NUM:date" , "what" , "season" , "begin" 
"HUM:ind" , "who" , "be" , "know" 
"LOC:other" , "where" , "do" , "cable" 
"LOC:other" , "what" , "be" , "george" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "who" , "say" , "old" 
"NUM:dist" , "how" , "long" , "be" 
"HUM:ind" , "who" , "the" , "only" 
"LOC:city" , "what" , "kenyan" , "city" 
"HUM:ind" , "what" , "be" , "the" 
"LOC:state" , "what" , "four" , "state" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "what" , "major" , "victorian" 
"NUM:date" , "what" , "year" , "be" 
"LOC:other" , "what" , "be" , "the" 
"LOC:other" , "what" , "be" , "the" 
"HUM:ind" , "who" , "be" , "the" 
"LOC:other" , "where" , "on" , "the" 
"NUM:count" , "the" , "shea" , "gould" 
"HUM:ind" , "what" , "the" , "most" 
"NUM:period" , "how" , "long" , "do" 
"LOC:city" , "what" , "city" , "be" 
"LOC:other" , "where" , "do" , "bocci" 
"LOC:other" , "where" , "can" , "i" 
"NUM:other" , "what" , "be" , "the" 
"NUM:count" , "how" , "many" , "electoral" 
"LOC:city" , "what" , "be" , "the" 
"NUM:date" , "in" , "what" , "year" 
"LOC:country" , "what" , "country" , "have" 
"NUM:date" , "when" , "be" , "the" 
"HUM:ind" , "who" , "be" , "the" 
"NUM:date" , "what" , "be" , "the" 
"LOC:other" , "where" , "do" , "freidreich" 
"NUM:count" , "how" , "much" , "folic" 
"NUM:count" , "how" , "much" , "caffeine" 
"LOC:country" , "what" , "two" , "country" 
"NUM:code" , "what" , "be" , "columbia" 
"NUM:date" , "when" , "do" , "princess" 
"LOC:country" , "which" , "country" , "do" 
"HUM:ind" , "who" , "direct" , "the" 
"LOC:city" , "the" , "orange" , "bowl" 
"HUM:ind" , "what" , "comedian" , "be" 
"NUM:count" , "how" , "many" , "leo" 
"LOC:state" , "what" , "state" , "be" 
"NUM:count" , "how" , "many" , "fiddler" 
"HUM:ind" , "what" , "poet" , "write" 
"NUM:count" , "what" , "be" , "the" 
"NUM:period" , "how" , "long" , "do" 
"HUM:ind" , "who" , "run" , "andy" 
"LOC:state" , "what" , "state" , "produce" 
"NUM:count" , "how" , "many" , "time" 
"LOC:other" , "what" , "islands" , "get" 
"HUM:ind" , "what" , "author" , "of" 
"HUM:ind" , "what" , "president" , "be" 
"HUM:ind" , "what" , "comic" , "of" 
"NUM:count" , "how" , "many" , "foot" 
"LOC:country" , "what" , "be" , "the" 
"HUM:ind" , "who" , "invent" , "the" 
"NUM:count" , "how" , "many" , "time" 
"LOC:country" , "what" , "be" , "the" 
"NUM:period" , "how" , "long" , "do" 
"LOC:other" , "where" , "can" , "i" 
"NUM:count" , "how" , "many" , "superbowls" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "which" , "of" , "the" 
"NUM:other" , "what" , "a" , "perfect" 
"LOC:city" , "what" , "the" , "capital" 
"HUM:ind" , "who" , "ask" , "you" 
"HUM:ind" , "what" , "president" , "serve" 
"HUM:ind" , "what" , "be" , "drew" 
"HUM:ind" , "what" , "be" , "supergirl" 
"LOC:other" , "what" , "be" , "the" 
"HUM:ind" , "who" , "make" , "the" 
"HUM:ind" , "what" , "be" , "the" 
"NUM:date" , "on" , "what" , "date" 
"NUM:perc" , "what" , "be" , "the" 
"NUM:date" , "in" , "what" , "year" 
"NUM:count" , "how" , "many" , "film" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "what" , "music" , "personality" 
"NUM:date" , "when" , "be" , "the" 
"HUM:ind" , "who" , "be" , "the" 
"NUM:count" , "how" , "many" , "more" 
"HUM:ind" , "what" , "green" , "bay" 
"LOC:other" , "where" , "be" , "the" 
"NUM:date" , "what" , "year" , "do" 
"LOC:city" , "what" , "be" , "the" 
"HUM:ind" , "what" , "famous" , "comedian" 
"LOC:other" , "what" , "be" , "drew" 
"LOC:country" , "what" , "nationality" , "be" 
"HUM:ind" , "what" , "tv" , "family" 
"HUM:ind" , "what" , "enigmatic" , "vice" 
"HUM:ind" , "who" , "be" , "charles" 
"HUM:ind" , "who" , "sing" , "angel" 
"NUM:date" , "when" , "do" , "the" 
"NUM:date" , "what" , "be" , "the" 
"LOC:other" , "what" , "be" , "the" 
"HUM:ind" , "what" , "character" , "do" 
"LOC:other" , "what" , "sea" , "surround" 
"NUM:count" , "how" , "many" , "different" 
"LOC:other" , "what" , "ocean" , "be" 
"HUM:ind" , "what" , "be" , "the" 
"LOC:country" , "what" , "country" , "other" 
"NUM:date" , "when" , "be" , "the" 
"LOC:state" , "what" , "be" , "the" 
"NUM:other" , "what" , "the" , "population" 
"LOC:other" , "what" , "california" , "desert" 
"HUM:ind" , "who" , "write" , "hamlet" 
"LOC:other" , "where" , "do" , "the" 
"LOC:country" , "what" , "african" , "country" 
"NUM:date" , "what" , "year" , "do" 
"LOC:city" , "the" , "orange" , "bowl" 
"HUM:ind" , "what" , "pseudonym" , "do" 
"HUM:ind" , "what" , "be" , "the" 
"HUM:ind" , "what" , "cheery" , "fellow" 
"NUM:count" , "how" , "many" , "layer" 
"LOC:other" , "what" , "the" , "near" 
"LOC:other" , "where" , "be" , "inoco" 
"NUM:count" , "what" , "be" , "the" 
"NUM:count" , "how" , "many" , "station" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "who" , "hold" , "the" 
"NUM:period" , "what" , "be" , "the" 
"LOC:other" , "what" , "planet" , "would" 
"LOC:other" , "where" , "be" , "natick" 
"HUM:ind" , "who" , "write" , "the" 
"LOC:other" , "where" , "be" , "the" 
"LOC:other" , "where" , "do" , "the" 
"HUM:ind" , "who" , "play" , "for" 
"LOC:other" , "where" , "be" , "the" 
"LOC:other" , "where" , "do" , "the" 
"NUM:count" , "how" , "many" , "child" 
"NUM:count" , "how" , "many" , "year" 
"NUM:count" , "how" , "much" , "salt" 
"HUM:ind" , "who" , "lead" , "the" 
"HUM:ind" , "who" , "win" , "world" 
"LOC:other" , "where" , "do" , "the" 
"LOC:country" , "what" , "country" , "after" 
"HUM:ind" , "who" , "be" , "garrett" 
"HUM:ind" , "what" , "be" , "the" 
"NUM:count" , "how" , "many" , "star" 
"NUM:count" , "how" , "many" , "wing" 
"LOC:country" , "what" , "country" , "have" 
"LOC:other" , "where" , "can" , "i" 
"NUM:other" , "what" , "be" , "the" 
"LOC:state" , "what" , "state" , "have" 
"NUM:dist" , "how" , "long" , "be" 
"HUM:ind" , "name" , "the" , "two" 
"LOC:other" , "where" , "do" , "luther" 
"LOC:other" , "what" , "river" , "be" 
"NUM:count" , "how" , "many" , "mile" 
"LOC:other" , "where" , "be" , "dartmouth" 
"HUM:ind" , "what" , "tv" , "talk" 
"HUM:ind" , "what" , "one" , "of" 
"NUM:count" , "how" , "many" , "people" 
"LOC:other" , "what" , "river" , "flow" 
"HUM:ind" , "what" , "civil" , "war" 
"HUM:ind" , "who" , "be" , "the" 
"LOC:other" , "which" , "area" , "produce" 
"HUM:ind" , "what" , "suburban" , "housewife" 
"NUM:date" , "on" , "which" , "date" 
"LOC:city" , "what" , "be" , "the" 
"NUM:weight" , "what" , "be" , "the" 
"LOC:other" , "what" , "be" , "britain" 
"LOC:country" , "what" , "country" , "cover" 
"HUM:ind" , "name" , "a" , "canine" 
"LOC:state" , "in" , "which" , "state" 
"LOC:other" , "what" , "be" , "the" 
"LOC:other" , "where" , "have" , "the" 
"LOC:other" , "what" , "island" , "have" 
"NUM:money" , "how" , "much" , "be" 
"NUM:date" , "what" , "be" , "the" 
"NUM:other" , "what" , "be" , "the" 
"NUM:date" , "when" , "be" , "calypso" 
"LOC:other" , "what" , "caribbean" , "island" 
"NUM:period" , "how" , "old" , "be" 
"LOC:other" , "where" , "can" , "i" 
"NUM:date" , "what" , "be" , "dick" 
"NUM:date" , "when" , "do" , "hitler" 
"NUM:date" , "when" , "do" , "gothic" 
"HUM:ind" , "which" , "two" , "inventor" 
"NUM:date" , "what" , "day" , "of" 
"HUM:ind" , "whose" , "image" , "be" 
"HUM:ind" , "what" , "general" , "be" 
"HUM:ind" , "who" , "say" , "the" 
"NUM:count" , "approximately" , "how" , "many" 
"LOC:state" , "what" , "be" , "the" 
"NUM:count" , "how" , "many" , "american" 
"LOC:other" , "where" , "do" , "the" 
"HUM:ind" , "saddam" , "hussein" , "be" 
"NUM:date" , "what" , "year" , "be" 
"NUM:date" , "in" , "what" , "year" 
"HUM:ind" , "who" , "write" , "the" 
"LOC:other" , "where" , "can" , "i" 
"HUM:ind" , "what" , "jockey" , "win" 
"LOC:state" , "what" , "state" , "big" 
"HUM:ind" , "who" , "seize" , "power" 
"LOC:state" , "what" , "state" , "be" 
"NUM:temp" , "how" , "hot" , "do" 
"LOC:other" , "where" , "be" , "the" 
"LOC:city" , "what" , "scandinavian" , "capital" 
"HUM:ind" , "what" , "actor" , "be" 
"LOC:other" , "where" , "be" , "the" 
"NUM:volsize" , "what" , "be" , "the" 
"NUM:date" , "what" , "date" , "be" 
"HUM:ind" , "what" , "little" , "boy" 
"NUM:perc" , "what" , "percent" , "of" 
"NUM:date" , "cnn" , "first" , "broadcast" 
"NUM:count" , "how" , "many" , "groove" 
"HUM:ind" , "what" , "be" , "marilyn" 
"NUM:other" , "what" , "number" , "of" 
"HUM:ind" , "what" , "father" , "and" 
"NUM:count" , "how" , "many" , "consecutive" 
"NUM:count" , "how" , "many" , "different" 
"HUM:ind" , "who" , "be" , "the" 
"NUM:date" , "what" , "year" , "do" 
"HUM:ind" , "what" , "be" , "the" 
"LOC:other" , "what" , "do" , "most" 
"LOC:city" , "what" , "unite" , "state" 
"NUM:perc" , "what" , "the" , "percentage" 
"LOC:country" , "what" , "be" , "the" 
"LOC:other" , "in" , "what" , "part" 
"HUM:ind" , "whose" , "funeral" , "train" 
"HUM:ind" , "what" , "the" , "identity" 
"HUM:ind" , "what" , "be" , "her" 
"HUM:ind" , "which" , "of" , "the" 
"HUM:ind" , "what" , "dynasty" , "star" 
"LOC:other" , "where" , "be" , "poe" 
"HUM:ind" , "what" , "actress" , "hold" 
"HUM:ind" , "what" , "president" , "have" 
"HUM:ind" , "who" , "be" , "the" 
"LOC:other" , "where" , "can" , "i" 
"HUM:ind" , "what" , "actor" , "learn" 
"HUM:ind" , "who" , "say" , "if" 
"HUM:ind" , "who" , "be" , "secretary" 
"NUM:money" , "how" , "much" , "money" 
"LOC:other" , "where" , "the" , "gum" 
"LOC:state" , "what" , "state" , "be" 
"NUM:date" , "what" , "year" , "be" 
"LOC:state" , "what" , "be" , "all" 
"NUM:other" , "what" , "do" , "equal" 
"HUM:ind" , "what" , "attorney" , "work" 
"NUM:date" , "what" , "be" , "dick" 
"NUM:count" , "how" , "many" , "equal" 
"LOC:other" , "where" , "do" , "bill" 
"LOC:other" , "what" , "constellation" , "be" 
"NUM:date" , "in" , "which" , "year" 
"LOC:other" , "where" , "can" , "i" 
"LOC:state" , "what" , "state" , "be" 
"HUM:ind" , "which" , "classical" , "spanish" 
"NUM:other" , "how" , "large" , "be" 
"NUM:date" , "when" , "be" , "the" 
"HUM:ind" , "who" , "paint" , "soft" 
"HUM:ind" , "who" , "kill" , "caesar" 
"LOC:other" , "where" , "be" , "king" 
"NUM:date" , "what" , "time" , "do" 
"NUM:ord" , "what" , "chapter" , "of" 
"NUM:money" , "what" , "amount" , "of" 
"LOC:country" , "what" , "asian" , "country" 
"NUM:count" , "how" , "many" , "variety" 
"HUM:ind" , "who" , "win" , "the" 
"NUM:period" , "what" , "be" , "the" 
"LOC:city" , "what" , "city" , "be" 
"HUM:ind" , "what" , "once" , "declare" 
"HUM:ind" , "who" , "write" , "the" 
"LOC:other" , "where" , "do" , "the" 
"HUM:ind" , "what" , "british" , "monarch" 
"HUM:ind" , "who" , "invent" , "the" 
"HUM:ind" , "which" , "of" , "the" 
"LOC:other" , "what" , "former" , "royal" 
"LOC:other" , "where" , "be" , "i" 
"HUM:ind" , "what" , "president" , "ghost" 
"HUM:ind" , "what" , "be" , "the" 
"NUM:count" , "how" , "many" , "url" 
"LOC:other" , "where" , "do" , "the" 
"HUM:ind" , "who" , "win" , "the" 
"HUM:ind" , "name" , "the" , "two" 
"HUM:ind" , "who" , "be" , "the" 
"LOC:city" , "what" , "be" , "the" 
"NUM:other" , "what" , "be" , "the" 
"HUM:ind" , "the" , "name" , "of" 
"HUM:ind" , "what" , "actor" , "come" 
"HUM:ind" , "what" , "engineer" , "invent" 
"LOC:city" , "what" , "south" , "american" 
"LOC:other" , "name" , "a" , "civil" 
"NUM:date" , "when" , "do" , "you" 
"NUM:count" , "how" , "many" , "county" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "who" , "be" , "the" 
"LOC:other" , "what" , "famed" , "strip" 
"NUM:money" , "what" , "be" , "the" 
"NUM:other" , "what" , "be" , "the" 
"LOC:other" , "which" , "continent" , "have" 
"NUM:count" , "how" , "many" , "corner" 
"HUM:ind" , "what" , "tv" , "character" 
"LOC:mount" , "what" , "be" , "the" 
"NUM:dist" , "how" , "far" , "can" 
"LOC:other" , "where" , "in" , "the" 
"LOC:country" , "what" , "country" , "boast" 
"NUM:date" , "when" , "do" , "nostradamus" 
"LOC:country" , "what" , "country" , "be" 
"HUM:ind" , "who" , "ask" , "the" 
"HUM:ind" , "who" , "write" , "poem" 
"LOC:other" , "where" , "do" , "the" 
"HUM:ind" , "who" , "play" , "the" 
"NUM:date" , "when" , "be" , "london" 
"HUM:ind" , "who" , "invent" , "the" 
"LOC:city" , "what" , "state" , "capital" 
"NUM:period" , "how" , "long" , "do" 
"NUM:period" , "how" , "long" , "do" 
"HUM:ind" , "who" , "own" , "the" 
"LOC:other" , "where" , "be" , "former" 
"LOC:other" , "what" , "be" , "the" 
"NUM:date" , "when" , "do" , "mormon" 
"NUM:date" , "in" , "what" , "year" 
"NUM:money" , "what" , "be" , "average" 
"NUM:period" , "on" , "average" , "how" 
"NUM:period" , "how" , "long" , "do" 
"HUM:ind" , "what" , "texas" , "surgeon" 
"LOC:country" , "what" , "country" , "have" 
"LOC:other" , "what" , "be" , "the" 
"HUM:ind" , "who" , "make" , "the" 
"NUM:count" , "how" , "many" , "of" 
"HUM:ind" , "what" , "marvelous" , "baseball" 
