@relation answerExp3
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@data
"LOC:other" , "where" , "is" , "hearst" 
"LOC:city" , "what" , "the" , "largest" 
"HUM:ind" , "who" , "sang" , "about" 
"HUM:ind" , "what" , "costume" , "designer" 
"NUM:count" , "how" , "many" , "rows" 
"NUM:count" , "what" , "is" , "the" 
"LOC:other" , "what" , "sea" , "separates" 
"NUM:count" , "how" , "many" , "lawyers" 
"HUM:ind" , "name" , "the" , "blind" 
"HUM:ind" , "what" , "national" , "basketball" 
"NUM:date" , "when" , "did" , "fraze" 
"NUM:count" , "how" , "many" , "games" 
"HUM:ind" , "who" , "developed" , "the" 
"HUM:ind" , "who" , "made" , "the" 
"LOC:country" , "what" , "country" , "claimed" 
"NUM:count" , "how" , "many" , "questions" 
"LOC:other" , "where" , "can" , "i" 
"HUM:ind" , "what" , "character" , "did" 
"NUM:date" , "when" , "was" , "the" 
"HUM:ind" , "what" , "asian" , "spiritual" 
"LOC:other" , "where" , "is" , "ocho" 
"LOC:other" , "what" , "ocean" , "does" 
"LOC:country" , "what" , "country" , "is" 
"LOC:city" , "tell" , "me" , "what" 
"LOC:other" , "what" , "is" , "bill" 
"HUM:ind" , "what" , "english" , "queen" 
"NUM:other" , "what" , "is" , "the" 
"NUM:money" , "how" , "much" , "does" 
"HUM:ind" , "what" , "two" , "baseball" 
"NUM:perc" , "of" , "children" , "between" 
"LOC:state" , "what" , "the" , "northernmost" 
"LOC:other" , "name" , "an" , "art" 
"HUM:ind" , "who" , "sells" , "viagra" 
"LOC:other" , "what" , "building" , "are" 
"HUM:ind" , "who" , "did" , "dita" 
"LOC:country" , "what" , "country" , "was" 
"HUM:ind" , "who" , "served" , "as" 
"NUM:code" , "what" , "is" , "columbia" 
"HUM:ind" , "which" , "one" , "of" 
"HUM:ind" , "who" , "is" , "the" 
"LOC:city" , "what" , "is" , "the" 
"LOC:other" , "what" , "continent" , "is" 
"HUM:ind" , "who" , "killed" , "more" 
"LOC:state" , "what" , "state" , "has" 
"NUM:count" , "what" , "was" , "the" 
"HUM:ind" , "what" , "mustachioed" , "comedian" 
"NUM:money" , "what" , "does" , "each" 
"HUM:ind" , "what" , "actor" , "and" 
"LOC:city" , "what" , "city" , "is" 
"HUM:ind" , "who" , "portrayed" , "dracula" 
"NUM:date" , "when" , "were" , "fish" 
"HUM:ind" , "what" , "president" , "favorite" 
"NUM:count" , "how" , "many" , "elevators" 
"LOC:country" , "what" , "country" , "was" 
"LOC:city" , "what" , "city" , "was" 
"NUM:period" , "how" , "long" , "does" 
"NUM:money" , "what" , "can" , "you" 
"LOC:other" , "where" , "did" , "the" 
"NUM:count" , "how" , "much" , "will" 
"HUM:ind" , "what" , "mystery" , "writer" 
"LOC:state" , "what" , "state" , "full" 
"LOC:other" , "what" , "is" , "the" 
"LOC:other" , "where" , "is" , "sinn" 
"NUM:date" , "the" , "iraqis" , "launched" 
"LOC:country" , "what" , "country" , "northernmost" 
"LOC:other" , "what" , "sound" , "does" 
"LOC:city" , "what" , "kentucky" , "city" 
"NUM:count" , "how" , "many" , "are" 
"LOC:country" , "what" , "european" , "country" 
"LOC:state" , "what" , "state" , "is" 
"LOC:other" , "where" , "was" , "the" 
"LOC:other" , "what" , "is" , "the" 
"HUM:ind" , "what" , "is" , "the" 
"HUM:ind" , "what" , "presidential" , "press" 
"HUM:ind" , "which" , "of" , "these" 
"HUM:ind" , "who" , "was" , "the" 
"LOC:other" , "where" , "is" , "the" 
"NUM:date" , "when" , "is" , "president" 
"HUM:ind" , "whose" , "cupboard" , "was" 
"LOC:other" , "what" , "are" , "the" 
"HUM:ind" , "what" , "the" , "name" 
"HUM:ind" , "who" , "invented" , "the" 
"HUM:ind" , "what" , "fictional" , "character" 
"NUM:count" , "how" , "many" , "people" 
"HUM:ind" , "who" , "does" , "shakespeare" 
"LOC:country" , "which" , "country" , "is" 
"NUM:count" , "how" , "many" , "times" 
"HUM:ind" , "who" , "is" , "the" 
"HUM:ind" , "what" , "two" , "commanders" 
"HUM:ind" , "name" , "the" , "creator" 
"HUM:ind" , "who" , "replies" , "i" 
"LOC:other" , "what" , "the" , "home" 
"LOC:other" , "where" , "can" , "i" 
"HUM:ind" , "who" , "won" , "the" 
"HUM:ind" , "name" , "the" , "first" 
"HUM:ind" , "what" , "was" , "football" 
"HUM:ind" , "what" , "singer" , "sings" 
"NUM:count" , "how" , "much" , "pizza" 
"LOC:other" , "what" , "is" , "the" 
"LOC:state" , "what" , "state" , "has" 
"LOC:state" , "what" , "state" , "home" 
"NUM:speed" , "how" , "fast" , "do" 
"NUM:speed" , "how" , "fast" , "is" 
"HUM:ind" , "what" , "count" , "did" 
"NUM:perc" , "what" , "are" , "the" 
"LOC:other" , "what" , "is" , "the" 
"NUM:dist" , "how" , "far" , "is" 
"NUM:count" , "how" , "many" , "years" 
"LOC:other" , "where" , "does" , "the" 
"LOC:city" , "which" , "city" , "in" 
"NUM:period" , "how" , "old" , "is" 
"HUM:ind" , "who" , "was" , "the" 
"HUM:ind" , "who" , "is" , "luke" 
"LOC:other" , "where" , "is" , "the" 
"NUM:other" , "what" , "was" , "the" 
"NUM:date" , "when" , "will" , "the" 
"HUM:ind" , "who" , "created" , "the" 
"HUM:ind" , "which" , "vietnamese" , "terrorist" 
"LOC:other" , "what" , "do" , "we" 
"LOC:country" , "what" , "country" , "capital" 
"LOC:other" , "where" , "does" , "ray" 
"HUM:ind" , "who" , "is" , "the" 
"HUM:ind" , "who" , "established" , "a" 
"NUM:other" , "what" , "is" , "the" 
"LOC:other" , "where" , "can" , "i" 
"LOC:other" , "where" , "did" , "honecker" 
"NUM:period" , "what" , "is" , "the" 
"NUM:count" , "how" , "many" , "member" 
"HUM:ind" , "who" , "shot" , "and" 
"HUM:ind" , "what" , "future" , "president" 
"HUM:ind" , "who" , "was" , "the" 
"NUM:dist" , "what" , "are" , "the" 
"NUM:date" , "when" , "was" , "cnn" 
"LOC:country" , "what" , "african" , "country" 
"HUM:ind" , "what" , "was" , "the" 
"HUM:ind" , "what" , "hearing" , "artist" 
"HUM:ind" , "who" , "wrote" , "sons" 
"LOC:city" , "what" , "french" , "seaport" 
"NUM:period" , "how" , "long" , "does" 
"NUM:count" , "how" , "many" , "milliseconds" 
"HUM:ind" , "what" , "cherokee" , "indian" 
"NUM:date" , "when" , "were" , "camcorders" 
"NUM:perc" , "what" , "is" , "the" 
"HUM:ind" , "who" , "was" , "the" 
"LOC:country" , "what" , "countries" , "have" 
"HUM:ind" , "what" , "was" , "william" 
"HUM:ind" , "who" , "did" , "richard" 
"HUM:ind" , "which" , "of" , "the" 
"NUM:money" , "what" , "is" , "the" 
"NUM:count" , "how" , "many" , "states" 
"NUM:count" , "how" , "many" , "shillings" 
"HUM:ind" , "who" , "took" , "over" 
"HUM:ind" , "what" , "nazi" , "leader" 
"NUM:other" , "what" , "brand" , "number" 
"LOC:city" , "what" , "city" , "is" 
"HUM:ind" , "who" , "is" , "the" 
"LOC:other" , "what" , "is" , "the" 
"HUM:ind" , "who" , "betrayed" , "norway" 
"HUM:ind" , "who" , "took" , "the" 
"HUM:ind" , "who" , "were" , "the" 
"HUM:ind" , "who" , "is" , "stationed" 
"NUM:date" , "in" , "what" , "year" 
"NUM:dist" , "how" , "tall" , "is" 
"HUM:ind" , "what" , "actor" , "dressed" 
"NUM:period" , "how" , "long" , "did" 
"NUM:count" , "how" , "much" , "of" 
"LOC:other" , "what" , "lake" , "is" 
"LOC:other" , "what" , "is" , "the" 
"NUM:count" , "how" , "many" , "people" 
"HUM:ind" , "who" , "wrote" , "the" 
"HUM:ind" , "what" , "is" , "the" 
"HUM:ind" , "who" , "claims" , "to" 
"HUM:ind" , "what" , "honeymooners" , "actress" 
"HUM:ind" , "what" , "was" , "the" 
"HUM:ind" , "silly" , "putty" , "was" 
"HUM:ind" , "who" , "invented" , "the" 
"HUM:ind" , "whom" , "did" , "lauren" 
"NUM:count" , "how" , "many" , "times" 
"LOC:city" , "what" , "city" , "or" 
"NUM:period" , "shea" , "and" , "gould" 
"NUM:date" , "what" , "year" , "did" 
"HUM:ind" , "what" , "composer" , "was" 
"NUM:count" , "how" , "many" , "url" 
"NUM:period" , "how" , "long" , "after" 
"HUM:ind" , "who" , "created" , "the" 
"HUM:ind" , "who" , "is" , "the" 
"LOC:other" , "where" , "are" , "all" 
"HUM:ind" , "who" , "was" , "the" 
"HUM:ind" , "what" , "department" , "store" 
"LOC:city" , "what" , "was" , "the" 
"LOC:state" , "what" , "state" , "has" 
"LOC:state" , "what" , "state" , "ends" 
"NUM:count" , "how" , "many" , "varieties" 
"LOC:other" , "what" , "are" , "the" 
"NUM:count" , "how" , "many" , "people" 
"HUM:ind" , "who" , "was" , "camp" 
"HUM:ind" , "who" , "portrayed" , "the" 
"NUM:money" , "how" , "much" , "money" 
"NUM:date" , "in" , "what" , "year" 
"LOC:country" , "what" , "country" , "boasts" 
"NUM:money" , "what" , "is" , "the" 
"LOC:other" , "what" , "metropolis" , "landmark" 
"LOC:other" , "where" , "can" , "one" 
"LOC:city" , "in" , "what" , "city" 
"HUM:ind" , "who" , "won" , "the" 
"HUM:ind" , "who" , "was" , "credited" 
"LOC:country" , "what" , "nationality" , "was" 
"NUM:count" , "how" , "much" , "of" 
"NUM:date" , "when" , "was" , "queen" 
"NUM:count" , "how" , "many" , "people" 
"LOC:other" , "what" , "is" , "worth" 
"NUM:date" , "when" , "was" , "yemen" 
"HUM:ind" , "what" , "mexican" , "leader" 
"NUM:money" , "what" , "is" , "the" 
"NUM:other" , "what" , "are" , "the" 
"LOC:other" , "where" , "is" , "santa" 
"HUM:ind" , "what" , "female" , "painter" 
"HUM:ind" , "what" , "are" , "names" 
"NUM:other" , "what" , "is" , "the" 
"NUM:date" , "what" , "year" , "did" 
"HUM:ind" , "who" , "created" , "big" 
"LOC:city" , "what" , "city" , "is" 
"LOC:state" , "what" , "populous" , "state" 
"LOC:state" , "in" , "what" , "state" 
"NUM:date" , "when" , "did" , "aldous" 
"LOC:country" , "what" , "country" , "did" 
"NUM:period" , "how" , "long" , "was" 
"NUM:count" , "how" , "many" , "people" 
"HUM:ind" , "what" , "actress" , "was" 
"HUM:ind" , "who" , "played" , "the" 
"HUM:ind" , "who" , "invented" , "the" 
"NUM:date" , "when" , "did" , "humans" 
"LOC:city" , "what" , "city" , "in" 
"LOC:other" , "what" , "tokyo" , "street" 
"NUM:period" , "what" , "was" , "the" 
"HUM:ind" , "when" , "mighty" , "mouse" 
"NUM:count" , "how" , "many" , "presidents" 
"NUM:date" , "when" , "was" , "the" 
"HUM:ind" , "what" , "is" , "nathan" 
"NUM:count" , "how" , "many" , "disks" 
"NUM:period" , "how" , "old" , "is" 
"NUM:perc" , "what" , "percentage" , "of" 
"NUM:count" , "how" , "many" , "years" 
"NUM:count" , "how" , "many" , "people" 
"LOC:country" , "what" , "country" , "are" 
"HUM:ind" , "what" , "new" , "york" 
"HUM:ind" , "who" , "is" , "considered" 
"HUM:ind" , "who" , "penned" , "neither" 
"HUM:ind" , "who" , "headed" , "hitler" 
"LOC:city" , "what" , "south" , "american" 
"LOC:city" , "what" , "german" , "city" 
"LOC:other" , "what" , "island" , "group" 
"HUM:ind" , "what" , "is" , "a" 
"LOC:other" , "where" , "was" , "helium" 
"HUM:ind" , "who" , "made" , "the" 
"HUM:ind" , "what" , "french" , "designer" 
"NUM:date" , "what" , "season" , "is" 
"HUM:ind" , "what" , "comedian" , "was" 
"LOC:country" , "what" , "country" , "is" 
"HUM:ind" , "what" , "apollo" , "astronaut" 
"NUM:money" , "what" , "is" , "the" 
"LOC:mount" , "what" , "is" , "the" 
"HUM:ind" , "what" , "good" , "little" 
"HUM:ind" , "what" , "was" , "the" 
"NUM:date" , "what" , "month" , "date" 
"NUM:count" , "how" , "many" , "cubic" 
"LOC:other" , "what" , "the" , "world" 
"LOC:country" , "what" , "three" , "european" 
"NUM:count" , "how" , "many" , "earthworms" 
"HUM:ind" , "who" , "made" , "stonehenge" 
"NUM:other" , "what" , "is" , "the" 
"HUM:ind" , "who" , "the" , "founder" 
"NUM:date" , "in" , "what" , "year" 
"HUM:ind" , "who" , "was" , "the" 
"LOC:other" , "what" , "the" , "world" 
"LOC:city" , "what" , "asian" , "city" 
"NUM:date" , "when" , "will" , "jean" 
"HUM:ind" , "what" , "famous" , "soldier" 
"LOC:city" , "what" , "were" , "the" 
"LOC:other" , "what" , "constellation" , "contains" 
"NUM:count" , "how" , "many" , "meters" 
"LOC:other" , "what" , "famed" , "london" 
"NUM:count" , "how" , "many" , "milligrams" 
"LOC:other" , "where" , "did" , "he" 
"LOC:other" , "where" , "can" , "i" 
"HUM:ind" , "what" , "is" , "michael" 
"HUM:ind" , "who" , "was" , "the" 
"NUM:period" , "how" , "long" , "is" 
"LOC:other" , "where" , "does" , "mother" 
"NUM:other" , "what" , "the" , "population" 
"HUM:ind" , "who" , "started" , "the" 
"NUM:period" , "how" , "old" , "is" 
"HUM:ind" , "which" , "nba" , "players" 
"NUM:count" , "how" , "many" , "colored" 
"LOC:other" , "where" , "is" , "the" 
"LOC:other" , "what" , "caribbean" , "island" 
"LOC:other" , "where" , "is" , "amsterdam" 
"LOC:other" , "where" , "can" , "i" 
"HUM:ind" , "who" , "is" , "the" 
"LOC:city" , "what" , "australian" , "city" 
"HUM:ind" , "name" , "randy" , "craft" 
"LOC:other" , "what" , "river" , "does" 
"NUM:other" , "how" , "often" , "are" 
"NUM:count" , "how" , "many" , "presidents" 
"HUM:ind" , "what" , "is" , "a" 
"HUM:ind" , "who" , "portrayed" , "vincent" 
"LOC:other" , "what" , "is" , "a" 
"NUM:date" , "what" , "season" , "begins" 
"HUM:ind" , "who" , "was" , "known" 
"LOC:other" , "where" , "did" , "cable" 
"LOC:other" , "what" , "is" , "george" 
"HUM:ind" , "who" , "is" , "the" 
"HUM:ind" , "who" , "said" , "old" 
"NUM:dist" , "how" , "long" , "were" 
"HUM:ind" , "who" , "the" , "only" 
"LOC:city" , "what" , "kenyan" , "city" 
"HUM:ind" , "what" , "is" , "the" 
"LOC:state" , "what" , "four" , "states" 
"HUM:ind" , "who" , "was" , "the" 
"HUM:ind" , "what" , "major" , "victorian" 
"NUM:date" , "what" , "year" , "were" 
"LOC:other" , "what" , "are" , "the" 
"LOC:other" , "what" , "are" , "the" 
"HUM:ind" , "who" , "is" , "the" 
"LOC:other" , "where" , "on" , "the" 
"NUM:count" , "the" , "shea" , "gould" 
"HUM:ind" , "what" , "the" , "most" 
"NUM:period" , "how" , "long" , "does" 
"LOC:city" , "what" , "city" , "is" 
"LOC:other" , "where" , "did" , "bocci" 
"LOC:other" , "where" , "can" , "i" 
"NUM:other" , "what" , "is" , "the" 
"NUM:count" , "how" , "many" , "electoral" 
"LOC:city" , "what" , "were" , "the" 
"NUM:date" , "in" , "what" , "year" 
"LOC:country" , "what" , "countries" , "have" 
"NUM:date" , "when" , "was" , "the" 
"HUM:ind" , "who" , "was" , "the" 
"NUM:date" , "what" , "is" , "the" 
"LOC:other" , "where" , "did" , "freidreich" 
"NUM:count" , "how" , "much" , "folic" 
"NUM:count" , "how" , "much" , "caffeine" 
"LOC:country" , "what" , "two" , "countries" 
"NUM:code" , "what" , "is" , "columbia" 
"NUM:date" , "when" , "did" , "princess" 
"LOC:country" , "which" , "country" , "did" 
"HUM:ind" , "who" , "directed" , "the" 
"LOC:city" , "the" , "orange" , "bowl" 
"HUM:ind" , "what" , "comedian" , "was" 
"NUM:count" , "how" , "many" , "leos" 
"LOC:state" , "what" , "state" , "was" 
"NUM:count" , "how" , "many" , "fiddlers" 
"HUM:ind" , "what" , "poet" , "wrote" 
"NUM:count" , "what" , "is" , "the" 
"NUM:period" , "how" , "long" , "do" 
"HUM:ind" , "who" , "runs" , "andy" 
"LOC:state" , "what" , "state" , "produces" 
"NUM:count" , "how" , "many" , "times" 
"LOC:other" , "what" , "islands" , "got" 
"HUM:ind" , "what" , "author" , "of" 
"HUM:ind" , "what" , "president" , "was" 
"HUM:ind" , "what" , "comic" , "of" 
"NUM:count" , "how" , "many" , "feet" 
"LOC:country" , "what" , "was" , "the" 
"HUM:ind" , "who" , "invented" , "the" 
"NUM:count" , "how" , "many" , "times" 
"LOC:country" , "what" , "is" , "the" 
"NUM:period" , "how" , "long" , "does" 
"LOC:other" , "where" , "can" , "i" 
"NUM:count" , "how" , "many" , "superbowls" 
"HUM:ind" , "who" , "is" , "the" 
"HUM:ind" , "which" , "of" , "the" 
"NUM:other" , "what" , "a" , "perfect" 
"LOC:city" , "what" , "the" , "capital" 
"HUM:ind" , "who" , "asked" , "you" 
"HUM:ind" , "what" , "president" , "served" 
"HUM:ind" , "what" , "is" , "drew" 
"HUM:ind" , "what" , "is" , "supergirl" 
"LOC:other" , "what" , "is" , "the" 
"HUM:ind" , "who" , "made" , "the" 
"HUM:ind" , "what" , "is" , "the" 
"NUM:date" , "on" , "what" , "date" 
"NUM:perc" , "what" , "are" , "the" 
"NUM:date" , "in" , "what" , "year" 
"NUM:count" , "how" , "many" , "films" 
"HUM:ind" , "who" , "is" , "the" 
"HUM:ind" , "what" , "music" , "personality" 
"NUM:date" , "when" , "was" , "the" 
"HUM:ind" , "who" , "was" , "the" 
"NUM:count" , "how" , "many" , "more" 
"HUM:ind" , "what" , "green" , "bay" 
"LOC:other" , "where" , "is" , "the" 
"NUM:date" , "what" , "year" , "did" 
"LOC:city" , "what" , "are" , "the" 
"HUM:ind" , "what" , "famous" , "comedian" 
"LOC:other" , "what" , "is" , "drew" 
"LOC:country" , "what" , "nationality" , "were" 
"HUM:ind" , "what" , "tv" , "family" 
"HUM:ind" , "what" , "enigmatic" , "vice" 
"HUM:ind" , "who" , "was" , "charles" 
"HUM:ind" , "who" , "sings" , "angel" 
"NUM:date" , "when" , "did" , "the" 
"NUM:date" , "what" , "was" , "the" 
"LOC:other" , "what" , "is" , "the" 
"HUM:ind" , "what" , "character" , "did" 
"LOC:other" , "what" , "sea" , "surrounds" 
"NUM:count" , "how" , "many" , "different" 
"LOC:other" , "what" , "ocean" , "was" 
"HUM:ind" , "what" , "was" , "the" 
"LOC:country" , "what" , "country" , "other" 
"NUM:date" , "when" , "was" , "the" 
"LOC:state" , "what" , "is" , "the" 
"NUM:other" , "what" , "the" , "population" 
"LOC:other" , "what" , "california" , "desert" 
"HUM:ind" , "who" , "wrote" , "hamlet" 
"LOC:other" , "where" , "do" , "the" 
"LOC:country" , "what" , "african" , "country" 
"NUM:date" , "what" , "year" , "did" 
"LOC:city" , "the" , "orange" , "bowl" 
"HUM:ind" , "what" , "pseudonym" , "did" 
"HUM:ind" , "what" , "is" , "the" 
"HUM:ind" , "what" , "cheery" , "fellow" 
"NUM:count" , "how" , "many" , "layers" 
"LOC:other" , "what" , "the" , "nearest" 
"LOC:other" , "where" , "is" , "inoco" 
"NUM:count" , "what" , "was" , "the" 
"NUM:count" , "how" , "many" , "stations" 
"HUM:ind" , "who" , "was" , "the" 
"HUM:ind" , "who" , "holds" , "the" 
"NUM:period" , "what" , "is" , "the" 
"LOC:other" , "what" , "planet" , "would" 
"LOC:other" , "where" , "is" , "natick" 
"HUM:ind" , "who" , "wrote" , "the" 
"LOC:other" , "where" , "is" , "the" 
"LOC:other" , "where" , "did" , "the" 
"HUM:ind" , "who" , "played" , "for" 
"LOC:other" , "where" , "are" , "the" 
"LOC:other" , "where" , "does" , "the" 
"NUM:count" , "how" , "many" , "children" 
"NUM:count" , "how" , "many" , "years" 
"NUM:count" , "how" , "much" , "salt" 
"HUM:ind" , "who" , "leads" , "the" 
"HUM:ind" , "who" , "won" , "world" 
"LOC:other" , "where" , "does" , "the" 
"LOC:country" , "what" , "country" , "after" 
"HUM:ind" , "who" , "was" , "garrett" 
"HUM:ind" , "what" , "was" , "the" 
"NUM:count" , "how" , "many" , "stars" 
"NUM:count" , "how" , "many" , "wings" 
"LOC:country" , "what" , "country" , "has" 
"LOC:other" , "where" , "can" , "i" 
"NUM:other" , "what" , "is" , "the" 
"LOC:state" , "what" , "state" , "has" 
"NUM:dist" , "how" , "long" , "is" 
"HUM:ind" , "name" , "the" , "two" 
"LOC:other" , "where" , "did" , "luther" 
"LOC:other" , "what" , "river" , "is" 
"NUM:count" , "how" , "many" , "miles" 
"LOC:other" , "where" , "is" , "dartmouth" 
"HUM:ind" , "what" , "tv" , "talk" 
"HUM:ind" , "what" , "one" , "of" 
"NUM:count" , "how" , "many" , "people" 
"LOC:other" , "what" , "river" , "flows" 
"HUM:ind" , "what" , "civil" , "war" 
"HUM:ind" , "who" , "was" , "the" 
"LOC:other" , "which" , "area" , "produces" 
"HUM:ind" , "what" , "suburban" , "housewife" 
"NUM:date" , "on" , "which" , "date" 
"LOC:city" , "what" , "is" , "the" 
"NUM:weight" , "what" , "is" , "the" 
"LOC:other" , "what" , "are" , "britain" 
"LOC:country" , "what" , "country" , "covers" 
"HUM:ind" , "name" , "a" , "canine" 
"LOC:state" , "in" , "which" , "state" 
"LOC:other" , "what" , "is" , "the" 
"LOC:other" , "where" , "have" , "the" 
"LOC:other" , "what" , "island" , "has" 
"NUM:money" , "how" , "much" , "is" 
"NUM:date" , "what" , "was" , "the" 
"NUM:other" , "what" , "is" , "the" 
"NUM:date" , "when" , "was" , "calypso" 
"LOC:other" , "what" , "caribbean" , "island" 
"NUM:period" , "how" , "old" , "is" 
"LOC:other" , "where" , "can" , "i" 
"NUM:date" , "what" , "is" , "dick" 
"NUM:date" , "when" , "did" , "hitler" 
"NUM:date" , "when" , "did" , "gothic" 
"HUM:ind" , "which" , "two" , "inventors" 
"NUM:date" , "what" , "day" , "of" 
"HUM:ind" , "whose" , "image" , "is" 
"HUM:ind" , "what" , "general" , "was" 
"HUM:ind" , "who" , "said" , "the" 
"NUM:count" , "approximately" , "how" , "many" 
"LOC:state" , "what" , "is" , "the" 
"NUM:count" , "how" , "many" , "american" 
"LOC:other" , "where" , "does" , "the" 
"HUM:ind" , "saddam" , "hussein" , "was" 
"NUM:date" , "what" , "year" , "was" 
"NUM:date" , "in" , "what" , "year" 
"HUM:ind" , "who" , "wrote" , "the" 
"LOC:other" , "where" , "can" , "i" 
"HUM:ind" , "what" , "jockey" , "won" 
"LOC:state" , "what" , "state" , "biggest" 
"HUM:ind" , "who" , "seized" , "power" 
"LOC:state" , "what" , "state" , "is" 
"NUM:temp" , "how" , "hot" , "does" 
"LOC:other" , "where" , "is" , "the" 
"LOC:city" , "what" , "scandinavian" , "capital" 
"HUM:ind" , "what" , "actor" , "is" 
"LOC:other" , "where" , "is" , "the" 
"NUM:volsize" , "what" , "is" , "the" 
"NUM:date" , "what" , "date" , "is" 
"HUM:ind" , "what" , "little" , "boy" 
"NUM:perc" , "what" , "percent" , "of" 
"NUM:date" , "cnn" , "first" , "broadcast" 
"NUM:count" , "how" , "many" , "grooves" 
"HUM:ind" , "what" , "was" , "marilyn" 
"NUM:other" , "what" , "number" , "of" 
"HUM:ind" , "what" , "father" , "and" 
"NUM:count" , "how" , "many" , "consecutive" 
"NUM:count" , "how" , "many" , "different" 
"HUM:ind" , "who" , "is" , "the" 
"NUM:date" , "what" , "year" , "did" 
"HUM:ind" , "what" , "is" , "the" 
"LOC:other" , "what" , "do" , "most" 
"LOC:city" , "what" , "united" , "states" 
"NUM:perc" , "what" , "the" , "percentage" 
"LOC:country" , "what" , "was" , "the" 
"LOC:other" , "in" , "what" , "part" 
"HUM:ind" , "whose" , "funeral" , "train" 
"HUM:ind" , "what" , "the" , "identity" 
"HUM:ind" , "what" , "is" , "her" 
"HUM:ind" , "which" , "of" , "the" 
"HUM:ind" , "what" , "dynasty" , "star" 
"LOC:other" , "where" , "is" , "poe" 
"HUM:ind" , "what" , "actress" , "holds" 
"HUM:ind" , "what" , "president" , "had" 
"HUM:ind" , "who" , "is" , "the" 
"LOC:other" , "where" , "can" , "i" 
"HUM:ind" , "what" , "actor" , "learned" 
"HUM:ind" , "who" , "says" , "if" 
"HUM:ind" , "who" , "was" , "secretary" 
"NUM:money" , "how" , "much" , "money" 
"LOC:other" , "where" , "the" , "gum" 
"LOC:state" , "what" , "state" , "was" 
"NUM:date" , "what" , "year" , "was" 
"LOC:state" , "what" , "are" , "all" 
"NUM:other" , "what" , "does" , "equal" 
"HUM:ind" , "what" , "attorneys" , "work" 
"NUM:date" , "what" , "is" , "dick" 
"NUM:count" , "how" , "many" , "equal" 
"LOC:other" , "where" , "did" , "bill" 
"LOC:other" , "what" , "constellation" , "is" 
"NUM:date" , "in" , "which" , "year" 
"LOC:other" , "where" , "can" , "i" 
"LOC:state" , "what" , "state" , "is" 
"HUM:ind" , "which" , "classical" , "spanish" 
"NUM:other" , "how" , "large" , "is" 
"NUM:date" , "when" , "was" , "the" 
"HUM:ind" , "who" , "painted" , "soft" 
"HUM:ind" , "who" , "killed" , "caesar" 
"LOC:other" , "where" , "is" , "kings" 
"NUM:date" , "what" , "time" , "does" 
"NUM:ord" , "what" , "chapter" , "of" 
"NUM:money" , "what" , "amount" , "of" 
"LOC:country" , "what" , "asian" , "country" 
"NUM:count" , "how" , "many" , "varieties" 
"HUM:ind" , "who" , "won" , "the" 
"NUM:period" , "what" , "is" , "the" 
"LOC:city" , "what" , "city" , "is" 
"HUM:ind" , "what" , "once" , "declared" 
"HUM:ind" , "who" , "wrote" , "the" 
"LOC:other" , "where" , "did" , "the" 
"HUM:ind" , "what" , "british" , "monarch" 
"HUM:ind" , "who" , "invented" , "the" 
"HUM:ind" , "which" , "of" , "the" 
"LOC:other" , "what" , "former" , "royal" 
"LOC:other" , "where" , "was" , "i" 
"HUM:ind" , "what" , "president" , "ghost" 
"HUM:ind" , "what" , "are" , "the" 
"NUM:count" , "how" , "many" , "url" 
"LOC:other" , "where" , "did" , "the" 
"HUM:ind" , "who" , "won" , "the" 
"HUM:ind" , "name" , "the" , "two" 
"HUM:ind" , "who" , "was" , "the" 
"LOC:city" , "what" , "is" , "the" 
"NUM:other" , "what" , "is" , "the" 
"HUM:ind" , "the" , "name" , "of" 
"HUM:ind" , "what" , "actor" , "came" 
"HUM:ind" , "what" , "engineer" , "invented" 
"LOC:city" , "what" , "south" , "american" 
"LOC:other" , "name" , "a" , "civil" 
"NUM:date" , "when" , "do" , "you" 
"NUM:count" , "how" , "many" , "counties" 
"HUM:ind" , "who" , "was" , "the" 
"HUM:ind" , "who" , "was" , "the" 
"LOC:other" , "what" , "famed" , "strip" 
"NUM:money" , "what" , "is" , "the" 
"NUM:other" , "what" , "is" , "the" 
"LOC:other" , "which" , "continent" , "has" 
"NUM:count" , "how" , "many" , "corners" 
"HUM:ind" , "what" , "tv" , "character" 
"LOC:mount" , "what" , "are" , "the" 
"NUM:dist" , "how" , "far" , "can" 
"LOC:other" , "where" , "in" , "the" 
"LOC:country" , "what" , "country" , "boasts" 
"NUM:date" , "when" , "did" , "nostradamus" 
"LOC:country" , "what" , "country" , "was" 
"HUM:ind" , "who" , "asked" , "the" 
"HUM:ind" , "who" , "wrote" , "poems" 
"LOC:other" , "where" , "did" , "the" 
"HUM:ind" , "who" , "played" , "the" 
"NUM:date" , "when" , "was" , "london" 
"HUM:ind" , "who" , "invented" , "the" 
"LOC:city" , "what" , "state" , "capital" 
"NUM:period" , "how" , "long" , "did" 
"NUM:period" , "how" , "long" , "does" 
"HUM:ind" , "who" , "owns" , "the" 
"LOC:other" , "where" , "is" , "former" 
"LOC:other" , "what" , "is" , "the" 
"NUM:date" , "when" , "do" , "mormons" 
"NUM:date" , "in" , "what" , "year" 
"NUM:money" , "what" , "is" , "average" 
"NUM:period" , "on" , "average" , "how" 
"NUM:period" , "how" , "long" , "do" 
"HUM:ind" , "what" , "texas" , "surgeon" 
