@relation answerExp5
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FourthWord STRING
@data
"NUM:count" , "how" , "many" , "stars" , "are" 
"HUM:ind" , "who" , "sought" , "to" , "create" 
"LOC:other" , "what" , "are" , "tourist" , "attractions" 
"NUM:dist" , "what" , "are" , "the" , "lengths" 
"HUM:ind" , "who" , "said" , "soldiers" , "win" 
"NUM:period" , "how" , "long" , "does" , "it" 
"LOC:city" , "what" , "colorado" , "city" , "owns" 
"NUM:money" , "how" , "much" , "does" , "it" 
"HUM:ind" , "who" , "is" , "the" , "current" 
"LOC:other" , "where" , "did" , "guinea" , "pigs" 
"LOC:country" , "what" , "two" , "countries" , "coastlines" 
"NUM:date" , "when" , "was" , "the" , "slinky" 
"HUM:ind" , "what" , "are" , "the" , "characters" 
"HUM:ind" , "which" , "is" , "the" , "only" 
"LOC:city" , "what" , "european" , "capital" , "celebrated" 
"LOC:country" , "what" , "country" , "was" , "the" 
"NUM:perc" , "what" , "was" , "thatcher" , "approval" 
"NUM:count" , "how" , "many" , "calories" , "are" 
"LOC:state" , "in" , "what" , "state" , "was" 
"LOC:country" , "what" , "country" , "in" , "latin" 
"LOC:other" , "on" , "which" , "hawaiian" , "island" 
"HUM:ind" , "what" , "feathered" , "cartoon" , "characters" 
"NUM:date" , "when" , "was" , "dick" , "clark" 
"NUM:other" , "what" , "is" , "the" , "death" 
"LOC:city" , "what" , "city" , "is" , "wiener" 
"LOC:other" , "what" , "desert" , "has" , "the" 
"LOC:country" , "what" , "two" , "countries" , "contain" 
"NUM:period" , "how" , "long" , "was" , "the" 
"NUM:code" , "what" , "phone" , "number" , "can" 
"NUM:date" , "when" , "did" , "the" , "banner" 
"LOC:other" , "what" , "continent" , "name" , "appears" 
"HUM:ind" , "who" , "was" , "the" , "secretary" 
"HUM:ind" , "who" , "did" , "bobby" , "fischer" 
"LOC:other" , "where" , "can" , "i" , "get" 
"NUM:date" , "what" , "day" , "is" , "august" 
"LOC:other" , "where" , "can" , "i" , "find" 
"NUM:volsize" , "how" , "big" , "is" , "a" 
"LOC:country" , "what" , "country" , "was" , "a" 
"LOC:other" , "where" , "can" , "i" , "buy" 
"HUM:ind" , "name" , "the" , "lawyer" , "for" 
"LOC:other" , "what" , "is" , "the" , "homelite" 
"LOC:other" , "what" , "mountainous" , "region" , "of" 
"NUM:period" , "how" , "long" , "does" , "it" 
"HUM:ind" , "who" , "lives" , "at" , "stone" 
"NUM:count" , "how" , "many" , "questions" , "are" 
"HUM:ind" , "who" , "played" , "humpty" , "dumpty" 
"HUM:ind" , "who" , "is" , "karenna" , "gore" 
"HUM:ind" , "who" , "played" , "the" , "title" 
"NUM:date" , "in" , "what" , "year" , "did" 
"NUM:date" , "what" , "year" , "did" , "rossetti" 
"LOC:other" , "where" , "can" , "i" , "find" 
"NUM:count" , "how" , "many" , "square" , "feet" 
"HUM:ind" , "what" , "is" , "the" , "name" 
"HUM:ind" , "who" , "was" , "the" , "inventor" 
"HUM:ind" , "what" , "comedian" , "has" , "a" 
"LOC:other" , "where" , "can" , "i" , "find" 
"NUM:date" , "boxing" , "day" , "is" , "celebrated" 
"HUM:ind" , "who" , "was" , "the" , "king" 
"HUM:ind" , "who" , "was" , "made" , "the" 
"LOC:other" , "where" , "was" , "richard" , "nixon" 
"NUM:ord" , "where" , "does" , "the" , "rank" 
"NUM:perc" , "what" , "was" , "the" , "target" 
"HUM:ind" , "name" , "of" , "scholar" , "on" 
"NUM:date" , "when" , "did" , "israel" , "begin" 
"HUM:ind" , "name" , "the" , "on" , "stage" 
"NUM:count" , "how" , "much" , "energy" , "is" 
"HUM:ind" , "who" , "is" , "known" , "as" 
"LOC:other" , "what" , "are" , "the" , "largest" 
"LOC:country" , "what" , "country" , "and" , "western" 
"LOC:other" , "what" , "building" , "appropriately" , "enough" 
"HUM:ind" , "what" , "baseball" , "team" , "owner" 
"HUM:ind" , "who" , "was" , "with" , "patricia" 
"HUM:ind" , "what" , "is" , "the" , "viking" 
"LOC:other" , "where" , "is" , "rider" , "college" 
"HUM:ind" , "what" , "boxer" , "life" , "story" 
"HUM:ind" , "who" , "advised" , "listeners" , "to" 
"LOC:other" , "where" , "was" , "the" , "first" 
"LOC:other" , "where" , "can" , "i" , "find" 
"NUM:count" , "how" , "many" , "horses" , "died" 
"NUM:count" , "how" , "much" , "waste" , "does" 
"HUM:ind" , "what" , "nobel" , "laureate" , "was" 
"HUM:ind" , "what" , "woman" , "has" , "carried" 
"NUM:count" , "how" , "many" , "minutes" , "were" 
"NUM:period" , "what" , "is" , "the" , "average" 
"LOC:other" , "what" , "is" , "website" , "of" 
"LOC:other" , "where" , "are" , "of" , "the" 
"LOC:other" , "where" , "can" , "i" , "look" 
"NUM:count" , "how" , "many" , "astronauts" , "have" 
"NUM:date" , "in" , "what" , "year" , "did" 
"HUM:ind" , "which" , "bourbon" , "king" , "was" 
"LOC:city" , "what" , "is" , "one" , "of" 
"HUM:ind" , "what" , "daughter" , "of" , "henry" 
"LOC:other" , "what" , "is" , "the" , "most" 
"LOC:mount" , "what" , "is" , "the" , "world" 
"HUM:ind" , "what" , "comedienne" , "upstaged" , "dwight" 
"NUM:date" , "when" , "were" , "the" , "olympic" 
"LOC:other" , "where" , "is" , "hearst" , "castle" 
"LOC:city" , "what" , "the" , "largest" , "city" 
"HUM:ind" , "who" , "sang" , "about" , "desmond" 
"HUM:ind" , "what" , "costume" , "designer" , "decided" 
"NUM:count" , "how" , "many" , "rows" , "of" 
"NUM:count" , "what" , "is" , "the" , "goat" 
"LOC:other" , "what" , "sea" , "separates" , "naples" 
"NUM:count" , "how" , "many" , "lawyers" , "are" 
"HUM:ind" , "name" , "the" , "blind" , "sculptress" 
"HUM:ind" , "what" , "national" , "basketball" , "association" 
"NUM:date" , "when" , "did" , "fraze" , "get" 
"NUM:count" , "how" , "many" , "games" , "are" 
"HUM:ind" , "who" , "developed" , "the" , "first" 
"HUM:ind" , "who" , "made" , "the" , "first" 
"LOC:country" , "what" , "country" , "claimed" , "rubens" 
"NUM:count" , "how" , "many" , "questions" , "do" 
"LOC:other" , "where" , "can" , "i" , "find" 
"HUM:ind" , "what" , "character" , "did" , "tex" 
"NUM:date" , "when" , "was" , "the" , "triangle" 
"HUM:ind" , "what" , "asian" , "spiritual" , "and" 
"LOC:other" , "where" , "is" , "ocho" , "rios" 
"LOC:other" , "what" , "ocean" , "does" , "mauritania" 
"LOC:country" , "what" , "country" , "is" , "kosovo" 
"LOC:city" , "tell" , "me" , "what" , "city" 
"LOC:other" , "what" , "is" , "bill" , "gross" 
"HUM:ind" , "what" , "english" , "queen" , "had" 
"NUM:other" , "what" , "is" , "the" , "approximate" 
"NUM:money" , "how" , "much" , "does" , "the" 
"HUM:ind" , "what" , "two" , "baseball" , "players" 
"NUM:perc" , "of" , "children" , "between" , "the" 
"LOC:state" , "what" , "the" , "northernmost" , "state" 
"LOC:other" , "name" , "an" , "art" , "gallery" 
"LOC:other" , "what" , "building" , "are" , "british" 
"HUM:ind" , "who" , "did" , "dita" , "beard" 
"LOC:country" , "what" , "country" , "was" , "first" 
"HUM:ind" , "who" , "served" , "as" , "inspiration" 
"NUM:code" , "what" , "is" , "columbia" , "tristar" 
"HUM:ind" , "which" , "one" , "of" , "the" 
"HUM:ind" , "who" , "is" , "the" , "best" 
"LOC:city" , "what" , "is" , "the" , "capital" 
"LOC:other" , "what" , "continent" , "is" , "bolivia" 
"HUM:ind" , "who" , "killed" , "more" , "people" 
"LOC:state" , "what" , "state" , "has" , "the" 
"NUM:count" , "what" , "was" , "the" , "highway" 
"HUM:ind" , "what" , "mustachioed" , "comedian" , "portrayed" 
"NUM:money" , "what" , "does" , "each" , "of" 
"HUM:ind" , "what" , "actor" , "and" , "world" 
"LOC:city" , "what" , "city" , "is" , "often" 
"HUM:ind" , "who" , "portrayed" , "dracula" , "in" 
"NUM:date" , "when" , "were" , "fish" , "first" 
"HUM:ind" , "what" , "president" , "favorite" , "biblical" 
"NUM:count" , "how" , "many" , "elevators" , "do" 
"LOC:country" , "what" , "country" , "was" , "sir" 
"LOC:city" , "what" , "city" , "was" , "john" 
"NUM:period" , "how" , "long" , "does" , "a" 
"NUM:money" , "what" , "can" , "you" , "be" 
"LOC:other" , "where" , "did" , "the" , "battle" 
"NUM:count" , "how" , "much" , "will" , "the" 
"HUM:ind" , "what" , "mystery" , "writer" , "penned" 
"LOC:state" , "what" , "state" , "full" , "of" 
"LOC:other" , "what" , "is" , "the" , "tallest" 
"LOC:other" , "where" , "is" , "sinn" , "fein" 
"NUM:date" , "the" , "iraqis" , "launched" , "their" 
"LOC:country" , "what" , "country" , "northernmost" , "city" 
"LOC:other" , "what" , "sound" , "does" , "olympia" 
"LOC:city" , "what" , "kentucky" , "city" , "calls" 
"NUM:count" , "how" , "many" , "are" , "there" 
"LOC:country" , "what" , "european" , "country" , "boasts" 
"LOC:state" , "what" , "state" , "is" , "dixville" 
"LOC:other" , "where" , "was" , "the" , "cisalpine" 
"LOC:other" , "what" , "is" , "the" , "largest" 
"HUM:ind" , "what" , "is" , "the" , "protagonist" 
"HUM:ind" , "what" , "presidential" , "press" , "secretary" 
"HUM:ind" , "which" , "of" , "these" , "are" 
"HUM:ind" , "who" , "was" , "the" , "original" 
"LOC:other" , "where" , "is" , "the" , "location" 
"NUM:date" , "when" , "is" , "president" , "nixon" 
"HUM:ind" , "whose" , "cupboard" , "was" , "bare" 
"LOC:other" , "what" , "are" , "the" , "seven" 
"HUM:ind" , "what" , "the" , "name" , "of" 
"HUM:ind" , "who" , "invented" , "the" , "vacuum" 
"HUM:ind" , "what" , "fictional" , "character" , "attends" 
"NUM:count" , "how" , "many" , "people" , "in" 
"HUM:ind" , "who" , "does" , "shakespeare" , "antonio" 
"LOC:country" , "which" , "country" , "is" , "known" 
"NUM:count" , "how" , "many" , "times" , "a" 
"HUM:ind" , "who" , "is" , "the" , "voyager" 
"HUM:ind" , "what" , "two" , "commanders" , "directed" 
"HUM:ind" , "name" , "the" , "creator" , "of" 
"HUM:ind" , "who" , "replies" , "i" , "know" 
"LOC:other" , "what" , "the" , "home" , "of" 
"LOC:other" , "where" , "can" , "i" , "find" 
"HUM:ind" , "who" , "won" , "the" , "academy" 
"HUM:ind" , "name" , "the" , "first" , "private" 
"HUM:ind" , "what" , "was" , "football" , "star" 
"HUM:ind" , "what" , "singer" , "sings" , "oh" 
"NUM:count" , "how" , "much" , "pizza" , "do" 
"LOC:other" , "what" , "is" , "the" , "website" 
"LOC:state" , "what" , "state" , "has" , "the" 
"LOC:state" , "what" , "state" , "home" , "to" 
"NUM:speed" , "how" , "fast" , "do" , "cheetahs" 
"NUM:speed" , "how" , "fast" , "is" , "a" 
"HUM:ind" , "what" , "count" , "did" , "alexandre" 
"NUM:perc" , "what" , "are" , "the" , "odds" 
"LOC:other" , "what" , "is" , "the" , "largest" 
"NUM:dist" , "how" , "far" , "is" , "london" 
"NUM:count" , "how" , "many" , "years" , "old" 
"LOC:other" , "where" , "does" , "the" , "santa" 
"LOC:city" , "which" , "city" , "in" , "canada" 
"NUM:period" , "how" , "old" , "is" , "stevie" 
"HUM:ind" , "who" , "was" , "the" , "first" 
"HUM:ind" , "who" , "is" , "luke" , "skywalker" 
"LOC:other" , "where" , "is" , "the" , "isle" 
"NUM:other" , "what" , "was" , "the" , "death" 
"NUM:date" , "when" , "will" , "the" , "millennium" 
"HUM:ind" , "who" , "created" , "the" , "comic" 
"HUM:ind" , "which" , "vietnamese" , "terrorist" , "is" 
"LOC:other" , "what" , "do" , "we" , "call" 
"LOC:country" , "what" , "country" , "capital" , "is" 
"LOC:other" , "where" , "does" , "ray" , "bradbury" 
"HUM:ind" , "who" , "is" , "the" , "current" 
"HUM:ind" , "who" , "established" , "a" , "viking" 
"NUM:other" , "what" , "is" , "the" , "latitude" 
"LOC:other" , "where" , "can" , "i" , "get" 
"LOC:other" , "where" , "did" , "honecker" , "rule" 
"NUM:period" , "what" , "is" , "the" , "life" 
"NUM:count" , "how" , "many" , "member" , "states" 
"HUM:ind" , "who" , "shot" , "and" , "killed" 
"HUM:ind" , "what" , "future" , "president" , "became" 
"HUM:ind" , "who" , "was" , "the" , "architect" 
"NUM:dist" , "what" , "are" , "the" , "dimensions" 
"NUM:date" , "when" , "was" , "cnn" , "first" 
"LOC:country" , "what" , "african" , "country" , "is" 
"HUM:ind" , "what" , "was" , "the" , "christian" 
"HUM:ind" , "what" , "hearing" , "artist" , "painted" 
"HUM:ind" , "who" , "wrote" , "sons" , "and" 
"LOC:city" , "what" , "french" , "seaport" , "claims" 
"NUM:period" , "how" , "long" , "does" , "it" 
"NUM:count" , "how" , "many" , "milliseconds" , "in" 
"HUM:ind" , "what" , "cherokee" , "indian" , "gave" 
"NUM:date" , "when" , "were" , "camcorders" , "introduced" 
"NUM:perc" , "what" , "is" , "the" , "chance" 
"HUM:ind" , "who" , "was" , "the" , "star" 
"LOC:country" , "what" , "countries" , "have" , "the" 
"HUM:ind" , "what" , "was" , "william" , "cody" 
"HUM:ind" , "who" , "did" , "richard" , "nixon" 
"HUM:ind" , "which" , "of" , "the" , "following" 
"NUM:money" , "what" , "is" , "the" , "exchange" 
"NUM:count" , "how" , "many" , "states" , "did" 
"NUM:count" , "how" , "many" , "shillings" , "more" 
"HUM:ind" , "who" , "took" , "over" , "as" 
"HUM:ind" , "what" , "nazi" , "leader" , "killed" 
"NUM:other" , "what" , "brand" , "number" , "graces" 
"LOC:city" , "what" , "city" , "is" , "terrorized" 
"HUM:ind" , "who" , "is" , "the" , "fastest" 
"LOC:other" , "what" , "is" , "the" , "best" 
"HUM:ind" , "who" , "betrayed" , "norway" , "to" 
"HUM:ind" , "who" , "took" , "the" , "toys" 
"HUM:ind" , "who" , "were" , "the" , "picts" 
"HUM:ind" , "who" , "is" , "stationed" , "at" 
"NUM:date" , "in" , "what" , "year" , "did" 
"NUM:dist" , "how" , "tall" , "is" , "the" 
"HUM:ind" , "what" , "actor" , "dressed" , "up" 
"NUM:period" , "how" , "long" , "did" , "it" 
"NUM:count" , "how" , "much" , "of" , "the" 
"LOC:other" , "what" , "lake" , "is" , "sheboygan" 
"LOC:other" , "what" , "is" , "the" , "largest" 
"NUM:count" , "how" , "many" , "people" , "died" 
"HUM:ind" , "who" , "wrote" , "the" , "look" 
"HUM:ind" , "what" , "is" , "the" , "name" 
"HUM:ind" , "who" , "claims" , "to" , "have" 
"HUM:ind" , "what" , "honeymooners" , "actress" , "did" 
"HUM:ind" , "what" , "was" , "the" , "role" 
"HUM:ind" , "silly" , "putty" , "was" , "invented" 
"HUM:ind" , "who" , "invented" , "the" , "paper" 
"HUM:ind" , "whom" , "did" , "lauren" , "bacall" 
"NUM:count" , "how" , "many" , "times" , "in" 
"LOC:city" , "what" , "city" , "or" , "state" 
"NUM:period" , "shea" , "and" , "gould" , "had" 
"NUM:date" , "what" , "year" , "did" , "degas" 
"HUM:ind" , "what" , "composer" , "was" , "awarded" 
"NUM:count" , "how" , "many" , "url" , "extensions" 
"NUM:period" , "how" , "long" , "after" , "intercourse" 
"HUM:ind" , "who" , "created" , "the" , "fantastic" 
"HUM:ind" , "who" , "is" , "the" , "composer" 
"LOC:other" , "where" , "are" , "all" , "european" 
"HUM:ind" , "who" , "was" , "the" , "author" 
"HUM:ind" , "what" , "department" , "store" , "heir" 
"LOC:city" , "what" , "was" , "the" , "first" 
"LOC:state" , "what" , "state" , "has" , "the" 
"LOC:state" , "what" , "state" , "ends" , "with" 
"NUM:count" , "how" , "many" , "varieties" , "of" 
"LOC:other" , "what" , "are" , "the" , "largest" 
"NUM:count" , "how" , "many" , "people" , "live" 
"HUM:ind" , "who" , "was" , "camp" , "david" 
"HUM:ind" , "who" , "portrayed" , "the" , "man" 
"NUM:money" , "how" , "much" , "money" , "was" 
"NUM:date" , "in" , "what" , "year" , "was" 
"LOC:country" , "what" , "country" , "boasts" , "the" 
"NUM:money" , "what" , "is" , "the" , "regular" 
"LOC:other" , "what" , "metropolis" , "landmark" , "was" 
"LOC:other" , "where" , "can" , "one" , "find" 
"LOC:city" , "in" , "what" , "city" , "is" 
"HUM:ind" , "who" , "won" , "the" , "first" 
"HUM:ind" , "who" , "was" , "credited" , "with" 
"LOC:country" , "what" , "nationality" , "was" , "jackson" 
"NUM:count" , "how" , "much" , "of" , "the" 
"NUM:date" , "when" , "was" , "queen" , "victoria" 
"NUM:count" , "how" , "many" , "people" , "were" 
"LOC:other" , "what" , "is" , "worth" , "seeing" 
"NUM:date" , "when" , "was" , "yemen" , "reunified" 
"HUM:ind" , "what" , "mexican" , "leader" , "was" 
"NUM:money" , "what" , "is" , "the" , "federal" 
"NUM:other" , "what" , "are" , "the" , "unemployment" 
"LOC:other" , "where" , "is" , "santa" , "lucia" 
"HUM:ind" , "what" , "female" , "painter" , "produced" 
"HUM:ind" , "what" , "are" , "names" , "of" 
"NUM:other" , "what" , "is" , "the" , "horsepower" 
"NUM:date" , "what" , "year" , "did" , "apartheid" 
"HUM:ind" , "who" , "created" , "big" , "ben" 
"LOC:city" , "what" , "city" , "is" , "found" 
"LOC:state" , "what" , "populous" , "state" , "covers" 
"LOC:state" , "in" , "what" , "state" , "was" 
"NUM:date" , "when" , "did" , "aldous" , "huxley" 
"LOC:country" , "what" , "country" , "did" , "the" 
"NUM:period" , "how" , "long" , "was" , "the" 
"NUM:count" , "how" , "many" , "people" , "live" 
"HUM:ind" , "what" , "actress" , "was" , "known" 
"HUM:ind" , "who" , "played" , "the" , "title" 
"HUM:ind" , "who" , "invented" , "the" , "game" 
"NUM:date" , "when" , "did" , "humans" , "first" 
"LOC:city" , "what" , "city" , "in" , "the" 
"LOC:other" , "what" , "tokyo" , "street" , "glitters" 
"NUM:period" , "what" , "was" , "the" , "average" 
"HUM:ind" , "when" , "mighty" , "mouse" , "was" 
"NUM:count" , "how" , "many" , "presidents" , "were" 
"NUM:date" , "when" , "was" , "the" , "first" 
"HUM:ind" , "what" , "is" , "nathan" , "hamill" 
"NUM:count" , "how" , "many" , "disks" , "does" 
"NUM:period" , "how" , "old" , "is" , "the" 
"NUM:perc" , "what" , "percentage" , "of" , "children" 
"NUM:count" , "how" , "many" , "years" , "ago" 
"NUM:count" , "how" , "many" , "people" , "was" 
"LOC:country" , "what" , "country" , "are" , "you" 
"HUM:ind" , "what" , "new" , "york" , "yankee" 
"HUM:ind" , "who" , "is" , "considered" , "the" 
"HUM:ind" , "who" , "penned" , "neither" , "a" 
"HUM:ind" , "who" , "headed" , "hitler" , "infamous" 
"LOC:city" , "what" , "south" , "american" , "city" 
"LOC:city" , "what" , "german" , "city" , "do" 
"LOC:other" , "what" , "island" , "group" , "contains" 
"HUM:ind" , "what" , "is" , "a" , "person" 
"LOC:other" , "where" , "was" , "helium" , "first" 
"HUM:ind" , "who" , "made" , "the" , "musical" 
"HUM:ind" , "what" , "french" , "designer" , "declared" 
"NUM:date" , "what" , "season" , "is" , "the" 
"HUM:ind" , "what" , "comedian" , "was" , "banned" 
"LOC:country" , "what" , "country" , "is" , "the" 
"HUM:ind" , "what" , "apollo" , "astronaut" , "minded" 
"NUM:money" , "what" , "is" , "the" , "current" 
"LOC:mount" , "what" , "is" , "the" , "second" 
"HUM:ind" , "what" , "good" , "little" , "witch" 
"HUM:ind" , "what" , "was" , "the" , "nickname" 
"NUM:date" , "what" , "month" , "date" , "and" 
"NUM:count" , "how" , "many" , "cubic" , "feet" 
"LOC:other" , "what" , "the" , "world" , "largest" 
"LOC:country" , "what" , "three" , "european" , "countries" 
"NUM:count" , "how" , "many" , "earthworms" , "are" 
"NUM:other" , "what" , "is" , "the" , "average" 
"HUM:ind" , "who" , "the" , "founder" , "and" 
"NUM:date" , "in" , "what" , "year" , "did" 
"HUM:ind" , "who" , "was" , "the" , "first" 
"LOC:other" , "what" , "the" , "world" , "longest" 
"LOC:city" , "what" , "asian" , "city" , "boasts" 
"NUM:date" , "when" , "will" , "jean" , "aeul" 
"HUM:ind" , "what" , "famous" , "soldier" , "was" 
"LOC:city" , "what" , "were" , "the" , "first" 
"LOC:other" , "what" , "constellation" , "contains" , "the" 
"NUM:count" , "how" , "many" , "meters" , "are" 
"LOC:other" , "what" , "famed" , "london" , "criminal" 
"NUM:count" , "how" , "many" , "milligrams" , "are" 
"LOC:other" , "where" , "did" , "he" , "get" 
"LOC:other" , "where" , "can" , "i" , "find" 
"HUM:ind" , "what" , "is" , "michael" , "jackson" 
"HUM:ind" , "who" , "was" , "the" , "first" 
"NUM:period" , "how" , "long" , "is" , "human" 
"LOC:other" , "where" , "does" , "mother" , "angelica" 
"NUM:other" , "what" , "the" , "population" , "of" 
"HUM:ind" , "who" , "started" , "the" , "dominos" 
"NUM:period" , "how" , "old" , "is" , "jeremy" 
"HUM:ind" , "which" , "nba" , "players" , "had" 
"NUM:count" , "how" , "many" , "colored" , "squares" 
"LOC:other" , "where" , "is" , "the" , "mayo" 
"LOC:other" , "what" , "caribbean" , "island" , "is" 
"LOC:other" , "where" , "can" , "i" , "find" 
"HUM:ind" , "who" , "is" , "the" , "famous" 
"LOC:city" , "what" , "australian" , "city" , "became" 
"HUM:ind" , "name" , "randy" , "craft" , "lawyer" 
"LOC:other" , "what" , "river" , "does" , "the" 
"NUM:other" , "how" , "often" , "are" , "quadruplets" 
"NUM:count" , "how" , "many" , "presidents" , "have" 
"HUM:ind" , "what" , "is" , "a" , "person" 
"HUM:ind" , "who" , "portrayed" , "vincent" , "van" 
"LOC:other" , "what" , "is" , "a" , "reliable" 
"NUM:date" , "what" , "season" , "begins" , "with" 
"HUM:ind" , "who" , "was" , "known" , "as" 
"LOC:other" , "where" , "did" , "cable" , "cars" 
"LOC:other" , "what" , "is" , "george" , "lucas" 
"HUM:ind" , "who" , "is" , "the" , "father" 
"HUM:ind" , "who" , "said" , "old" , "soldiers" 
"NUM:dist" , "how" , "long" , "were" , "tyrannosaurus" 
"HUM:ind" , "who" , "the" , "only" , "man" 
"LOC:city" , "what" , "kenyan" , "city" , "is" 
"HUM:ind" , "what" , "is" , "the" , "name" 
"LOC:state" , "what" , "four" , "states" , "have" 
"HUM:ind" , "who" , "was" , "the" , "second" 
"HUM:ind" , "what" , "major" , "victorian" , "novelist" 
"NUM:date" , "what" , "year" , "were" , "the" 
"LOC:other" , "what" , "are" , "the" , "biggest" 
"LOC:other" , "what" , "are" , "the" , "world" 
"HUM:ind" , "who" , "is" , "the" , "pope" 
"LOC:other" , "where" , "on" , "the" , "internet" 
"NUM:count" , "the" , "shea" , "gould" , "law" 
"HUM:ind" , "what" , "the" , "most" , "common" 
"NUM:period" , "how" , "long" , "does" , "it" 
"LOC:city" , "what" , "city" , "is" , "sometimes" 
"LOC:other" , "where" , "did" , "bocci" , "originate" 
"LOC:other" , "where" , "can" , "i" , "find" 
"NUM:other" , "what" , "is" , "the" , "frequency" 
"NUM:count" , "how" , "many" , "electoral" , "votes" 
"LOC:city" , "what" , "were" , "the" , "cities" 
"NUM:date" , "in" , "what" , "year" , "was" 
"LOC:country" , "what" , "countries" , "have" , "the" 
"NUM:date" , "when" , "was" , "the" , "de" 
"HUM:ind" , "who" , "was" , "the" , "first" 
"NUM:date" , "what" , "is" , "the" , "date" 
"LOC:other" , "where" , "did" , "freidreich" , "wilhelm" 
"NUM:count" , "how" , "much" , "folic" , "acid" 
"NUM:count" , "how" , "much" , "caffeine" , "is" 
"LOC:country" , "what" , "two" , "countries" , "in" 
"NUM:code" , "what" , "is" , "columbia" , "tristar" 
"NUM:date" , "when" , "did" , "princess" , "diana" 
"LOC:country" , "which" , "country" , "did" , "hitler" 
"HUM:ind" , "who" , "directed" , "the" , "wild" 
"LOC:city" , "the" , "orange" , "bowl" , "is" 
"HUM:ind" , "what" , "comedian" , "was" , "born" 
"NUM:count" , "how" , "many" , "leos" , "have" 
"LOC:state" , "what" , "state" , "was" , "herbert" 
"NUM:count" , "how" , "many" , "fiddlers" , "did" 
"HUM:ind" , "what" , "poet" , "wrote" , "i" 
"NUM:count" , "what" , "is" , "the" , "population" 
"NUM:period" , "how" , "long" , "do" , "flies" 
"HUM:ind" , "who" , "runs" , "andy" , "capp" 
"LOC:state" , "what" , "state" , "produces" , "the" 
"NUM:count" , "how" , "many" , "times" , "a" 
"LOC:other" , "what" , "islands" , "got" , "their" 
"HUM:ind" , "what" , "author" , "of" , "the" 
"HUM:ind" , "what" , "president" , "was" , "assassinated" 
"HUM:ind" , "what" , "comic" , "of" , "tv" 
"NUM:count" , "how" , "many" , "feet" , "long" 
"LOC:country" , "what" , "was" , "the" , "nationality" 
"HUM:ind" , "who" , "invented" , "the" , "game" 
"NUM:count" , "how" , "many" , "times" , "larger" 
"LOC:country" , "what" , "is" , "the" , "name" 
"NUM:period" , "how" , "long" , "does" , "a" 
"LOC:other" , "where" , "can" , "i" , "get" 
"NUM:count" , "how" , "many" , "superbowls" , "have" 
"HUM:ind" , "who" , "is" , "the" , "creator" 
"HUM:ind" , "which" , "of" , "the" , "following" 
"NUM:other" , "what" , "a" , "perfect" , "score" 
"LOC:city" , "what" , "the" , "capital" , "of" 
"HUM:ind" , "who" , "asked" , "you" , "to" 
"HUM:ind" , "what" , "president" , "served" , "for" 
"HUM:ind" , "what" , "is" , "drew" , "barrymore" 
"HUM:ind" , "what" , "is" , "supergirl" , "secret" 
"LOC:other" , "what" , "is" , "the" , "us" 
"HUM:ind" , "who" , "made" , "the" , "first" 
"HUM:ind" , "what" , "is" , "the" , "name" 
"NUM:date" , "on" , "what" , "date" , "did" 
"NUM:perc" , "what" , "are" , "the" , "odds" 
"NUM:date" , "in" , "what" , "year" , "did" 
"NUM:count" , "how" , "many" , "films" , "did" 
"HUM:ind" , "who" , "is" , "the" , "greek" 
"HUM:ind" , "what" , "music" , "personality" , "is" 
"NUM:date" , "when" , "was" , "the" , "first" 
"HUM:ind" , "who" , "was" , "the" , "first" 
"NUM:count" , "how" , "many" , "more" , "weeks" 
"HUM:ind" , "what" , "green" , "bay" , "packers" 
"LOC:other" , "where" , "is" , "the" , "henry" 
"NUM:date" , "what" , "year" , "did" , "nylon" 
"LOC:city" , "what" , "are" , "the" , "largest" 
"HUM:ind" , "what" , "famous" , "comedian" , "recently" 
"LOC:other" , "what" , "is" , "drew" , "barrymore" 
"LOC:country" , "what" , "nationality" , "were" , "the" 
"HUM:ind" , "what" , "tv" , "family" , "sometimes" 
"HUM:ind" , "what" , "enigmatic" , "vice" , "president" 
"HUM:ind" , "who" , "was" , "charles" , "lindbergh" 
"HUM:ind" , "who" , "sings" , "angel" , "eyes" 
"NUM:date" , "when" , "did" , "the" , "jurassic" 
"NUM:date" , "what" , "was" , "the" , "date" 
"LOC:other" , "what" , "is" , "the" , "name" 
"HUM:ind" , "what" , "character" , "did" , "maurice" 
"LOC:other" , "what" , "sea" , "surrounds" , "the" 
"NUM:count" , "how" , "many" , "different" , "vegetation" 
"LOC:other" , "what" , "ocean" , "was" , "amelia" 
"HUM:ind" , "what" , "was" , "the" , "nickname" 
"LOC:country" , "what" , "country" , "other" , "than" 
"NUM:date" , "when" , "was" , "the" , "bill" 
"LOC:state" , "what" , "is" , "the" , "largest" 
"NUM:other" , "what" , "the" , "population" , "of" 
"LOC:other" , "what" , "california" , "desert" , "is" 
"LOC:other" , "where" , "do" , "the" , "blackhawks" 
"LOC:country" , "what" , "african" , "country" , "was" 
"NUM:date" , "what" , "year" , "did" , "the" 
"LOC:city" , "the" , "orange" , "bowl" , "is" 
"HUM:ind" , "what" , "pseudonym" , "did" , "william" 
"HUM:ind" , "what" , "is" , "the" , "last" 
"HUM:ind" , "what" , "cheery" , "fellow" , "got" 
"NUM:count" , "how" , "many" , "layers" , "does" 
