@relation answerExp6
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FourthWord STRING
@data
"NUM:dist" , "what" , "be" , "the" , "length" 
"HUM:ind" , "who" , "say" , "soldier" , "win" 
"NUM:period" , "how" , "long" , "do" , "it" 
"LOC:city" , "what" , "colorado" , "city" , "own" 
"NUM:money" , "how" , "much" , "do" , "it" 
"HUM:ind" , "who" , "be" , "the" , "current" 
"LOC:other" , "where" , "do" , "guinea" , "pig" 
"LOC:country" , "what" , "two" , "country" , "coastline" 
"NUM:date" , "when" , "be" , "the" , "slinky" 
"HUM:ind" , "what" , "be" , "the" , "character" 
"HUM:ind" , "which" , "be" , "the" , "only" 
"LOC:city" , "what" , "european" , "capital" , "celebrate" 
"LOC:country" , "what" , "country" , "be" , "the" 
"NUM:perc" , "what" , "be" , "thatcher" , "approval" 
"NUM:count" , "how" , "many" , "calorie" , "be" 
"LOC:state" , "in" , "what" , "state" , "be" 
"LOC:country" , "what" , "country" , "in" , "latin" 
"LOC:other" , "on" , "which" , "hawaiian" , "island" 
"HUM:ind" , "what" , "feather" , "cartoon" , "character" 
"NUM:date" , "when" , "be" , "dick" , "clark" 
"NUM:other" , "what" , "be" , "the" , "death" 
"LOC:city" , "what" , "city" , "be" , "wiener" 
"LOC:other" , "what" , "desert" , "have" , "the" 
"LOC:country" , "what" , "two" , "country" , "contain" 
"NUM:period" , "how" , "long" , "be" , "the" 
"NUM:code" , "what" , "phone" , "number" , "can" 
"NUM:date" , "when" , "do" , "the" , "banner" 
"LOC:other" , "what" , "continent" , "name" , "appear" 
"HUM:ind" , "who" , "be" , "the" , "secretary" 
"HUM:ind" , "who" , "do" , "bobby" , "fischer" 
"LOC:other" , "where" , "can" , "i" , "get" 
"NUM:date" , "what" , "day" , "be" , "august" 
"LOC:other" , "where" , "can" , "i" , "find" 
"NUM:volsize" , "how" , "big" , "be" , "a" 
"LOC:country" , "what" , "country" , "be" , "a" 
"LOC:other" , "where" , "can" , "i" , "buy" 
"HUM:ind" , "name" , "the" , "lawyer" , "for" 
"LOC:other" , "what" , "be" , "the" , "homelite" 
"LOC:other" , "what" , "mountainous" , "region" , "of" 
"NUM:period" , "how" , "long" , "do" , "it" 
"HUM:ind" , "who" , "live" , "at" , "stone" 
"NUM:count" , "how" , "many" , "question" , "be" 
"HUM:ind" , "who" , "play" , "humpty" , "dumpty" 
"HUM:ind" , "who" , "be" , "karenna" , "gore" 
"HUM:ind" , "who" , "play" , "the" , "title" 
"NUM:date" , "in" , "what" , "year" , "do" 
"NUM:date" , "what" , "year" , "do" , "rossetti" 
"LOC:other" , "where" , "can" , "i" , "find" 
"NUM:count" , "how" , "many" , "square" , "foot" 
"HUM:ind" , "what" , "be" , "the" , "name" 
"HUM:ind" , "who" , "be" , "the" , "inventor" 
"HUM:ind" , "what" , "comedian" , "have" , "a" 
"LOC:other" , "where" , "can" , "i" , "find" 
"NUM:date" , "box" , "day" , "be" , "celebrate" 
"HUM:ind" , "who" , "be" , "the" , "king" 
"HUM:ind" , "who" , "be" , "make" , "the" 
"LOC:other" , "where" , "be" , "richard" , "nixon" 
"NUM:ord" , "where" , "do" , "the" , "rank" 
"NUM:perc" , "what" , "be" , "the" , "target" 
"HUM:ind" , "name" , "of" , "scholar" , "on" 
"NUM:date" , "when" , "do" , "israel" , "begin" 
"HUM:ind" , "name" , "the" , "on" , "stage" 
"NUM:count" , "how" , "much" , "energy" , "be" 
"HUM:ind" , "who" , "be" , "know" , "a" 
"LOC:other" , "what" , "be" , "the" , "large" 
"LOC:country" , "what" , "country" , "and" , "western" 
"LOC:other" , "what" , "building" , "appropriately" , "enough" 
"HUM:ind" , "what" , "baseball" , "team" , "owner" 
"HUM:ind" , "who" , "be" , "with" , "patricia" 
"HUM:ind" , "what" , "be" , "the" , "viking" 
"LOC:other" , "where" , "be" , "rider" , "college" 
"HUM:ind" , "what" , "boxer" , "life" , "story" 
"HUM:ind" , "who" , "advise" , "listener" , "to" 
"LOC:other" , "where" , "be" , "the" , "first" 
"LOC:other" , "where" , "can" , "i" , "find" 
"NUM:count" , "how" , "many" , "horse" , "die" 
"NUM:count" , "how" , "much" , "waste" , "do" 
"HUM:ind" , "what" , "nobel" , "laureate" , "be" 
"HUM:ind" , "what" , "woman" , "have" , "carry" 
"NUM:count" , "how" , "many" , "minute" , "be" 
"NUM:period" , "what" , "be" , "the" , "average" 
"LOC:other" , "what" , "be" , "website" , "of" 
"LOC:other" , "where" , "be" , "of" , "the" 
"LOC:other" , "where" , "can" , "i" , "look" 
"NUM:count" , "how" , "many" , "astronaut" , "have" 
"NUM:date" , "in" , "what" , "year" , "do" 
"HUM:ind" , "which" , "bourbon" , "king" , "be" 
"LOC:city" , "what" , "be" , "one" , "of" 
"HUM:ind" , "what" , "daughter" , "of" , "henry" 
"LOC:other" , "what" , "be" , "the" , "most" 
"LOC:mount" , "what" , "be" , "the" , "world" 
"HUM:ind" , "what" , "comedienne" , "upstaged" , "dwight" 
"NUM:date" , "when" , "be" , "the" , "olympic" 
"LOC:other" , "where" , "be" , "hearst" , "castle" 
"LOC:city" , "what" , "the" , "large" , "city" 
"HUM:ind" , "who" , "sing" , "about" , "desmond" 
"HUM:ind" , "what" , "costume" , "designer" , "decide" 
"NUM:count" , "how" , "many" , "row" , "of" 
"NUM:count" , "what" , "be" , "the" , "goat" 
"LOC:other" , "what" , "sea" , "separate" , "naples" 
"NUM:count" , "how" , "many" , "lawyer" , "be" 
"HUM:ind" , "name" , "the" , "blind" , "sculptress" 
"HUM:ind" , "what" , "national" , "basketball" , "association" 
"NUM:date" , "when" , "do" , "fraze" , "get" 
"NUM:count" , "how" , "many" , "game" , "be" 
"HUM:ind" , "who" , "develop" , "the" , "first" 
"HUM:ind" , "who" , "make" , "the" , "first" 
"LOC:country" , "what" , "country" , "claim" , "rubens" 
"NUM:count" , "how" , "many" , "question" , "do" 
"LOC:other" , "where" , "can" , "i" , "find" 
"HUM:ind" , "what" , "character" , "do" , "tex" 
"NUM:date" , "when" , "be" , "the" , "triangle" 
"HUM:ind" , "what" , "asian" , "spiritual" , "and" 
"LOC:other" , "where" , "be" , "ocho" , "rio" 
"LOC:other" , "what" , "ocean" , "do" , "mauritania" 
"LOC:country" , "what" , "country" , "be" , "kosovo" 
"LOC:city" , "tell" , "me" , "what" , "city" 
"LOC:other" , "what" , "be" , "bill" , "gross" 
"HUM:ind" , "what" , "english" , "queen" , "have" 
"NUM:other" , "what" , "be" , "the" , "approximate" 
"NUM:money" , "how" , "much" , "do" , "the" 
"HUM:ind" , "what" , "two" , "baseball" , "player" 
"NUM:perc" , "of" , "child" , "between" , "the" 
"LOC:state" , "what" , "the" , "northernmost" , "state" 
"LOC:other" , "name" , "an" , "art" , "gallery" 
"LOC:other" , "what" , "building" , "be" , "british" 
"HUM:ind" , "who" , "do" , "dita" , "beard" 
"LOC:country" , "what" , "country" , "be" , "first" 
"HUM:ind" , "who" , "serve" , "a" , "inspiration" 
"NUM:code" , "what" , "be" , "columbia" , "tristar" 
"HUM:ind" , "which" , "one" , "of" , "the" 
"HUM:ind" , "who" , "be" , "the" , "best" 
"LOC:city" , "what" , "be" , "the" , "capital" 
"LOC:other" , "what" , "continent" , "be" , "bolivia" 
"HUM:ind" , "who" , "kill" , "more" , "people" 
"LOC:state" , "what" , "state" , "have" , "the" 
"NUM:count" , "what" , "be" , "the" , "highway" 
"HUM:ind" , "what" , "mustachioed" , "comedian" , "portrayed" 
"NUM:money" , "what" , "do" , "each" , "of" 
"HUM:ind" , "what" , "actor" , "and" , "world" 
"LOC:city" , "what" , "city" , "be" , "often" 
"HUM:ind" , "who" , "portray" , "dracula" , "in" 
"NUM:date" , "when" , "be" , "fish" , "first" 
"HUM:ind" , "what" , "president" , "favorite" , "biblical" 
"NUM:count" , "how" , "many" , "elevator" , "do" 
"LOC:country" , "what" , "country" , "be" , "sir" 
"LOC:city" , "what" , "city" , "be" , "john" 
"NUM:period" , "how" , "long" , "do" , "a" 
"NUM:money" , "what" , "can" , "you" , "be" 
"LOC:other" , "where" , "do" , "the" , "battle" 
"NUM:count" , "how" , "much" , "will" , "the" 
"HUM:ind" , "what" , "mystery" , "writer" , "pen" 
"LOC:state" , "what" , "state" , "full" , "of" 
"LOC:other" , "what" , "be" , "the" , "tall" 
"LOC:other" , "where" , "be" , "sinn" , "fein" 
"NUM:date" , "the" , "iraqi" , "launch" , "their" 
"LOC:country" , "what" , "country" , "northernmost" , "city" 
"LOC:other" , "what" , "sound" , "do" , "olympia" 
"LOC:city" , "what" , "kentucky" , "city" , "call" 
"NUM:count" , "how" , "many" , "be" , "there" 
"LOC:country" , "what" , "european" , "country" , "boast" 
"LOC:state" , "what" , "state" , "be" , "dixville" 
"LOC:other" , "where" , "be" , "the" , "cisalpine" 
"LOC:other" , "what" , "be" , "the" , "large" 
"HUM:ind" , "what" , "be" , "the" , "protagonist" 
"HUM:ind" , "what" , "presidential" , "press" , "secretary" 
"HUM:ind" , "which" , "of" , "these" , "be" 
"HUM:ind" , "who" , "be" , "the" , "original" 
"LOC:other" , "where" , "be" , "the" , "location" 
"NUM:date" , "when" , "be" , "president" , "nixon" 
"HUM:ind" , "whose" , "cupboard" , "be" , "bare" 
"LOC:other" , "what" , "be" , "the" , "seven" 
"HUM:ind" , "what" , "the" , "name" , "of" 
"HUM:ind" , "who" , "invent" , "the" , "vacuum" 
"HUM:ind" , "what" , "fictional" , "character" , "attends" 
"NUM:count" , "how" , "many" , "people" , "in" 
"HUM:ind" , "who" , "do" , "shakespeare" , "antonio" 
"LOC:country" , "which" , "country" , "be" , "know" 
"NUM:count" , "how" , "many" , "time" , "a" 
"HUM:ind" , "who" , "be" , "the" , "voyager" 
"HUM:ind" , "what" , "two" , "commander" , "direct" 
"HUM:ind" , "name" , "the" , "creator" , "of" 
"HUM:ind" , "who" , "reply" , "i" , "know" 
"LOC:other" , "what" , "the" , "home" , "of" 
"LOC:other" , "where" , "can" , "i" , "find" 
"HUM:ind" , "who" , "win" , "the" , "academy" 
"HUM:ind" , "name" , "the" , "first" , "private" 
"HUM:ind" , "what" , "be" , "football" , "star" 
"HUM:ind" , "what" , "singer" , "sing" , "oh" 
"NUM:count" , "how" , "much" , "pizza" , "do" 
"LOC:other" , "what" , "be" , "the" , "website" 
"LOC:state" , "what" , "state" , "have" , "the" 
"LOC:state" , "what" , "state" , "home" , "to" 
"NUM:speed" , "how" , "fast" , "do" , "cheetah" 
"NUM:speed" , "how" , "fast" , "be" , "a" 
"HUM:ind" , "what" , "count" , "do" , "alexandre" 
"NUM:perc" , "what" , "be" , "the" , "odds" 
"LOC:other" , "what" , "be" , "the" , "large" 
"NUM:dist" , "how" , "far" , "be" , "london" 
"NUM:count" , "how" , "many" , "year" , "old" 
"LOC:other" , "where" , "do" , "the" , "santa" 
"LOC:city" , "which" , "city" , "in" , "canada" 
"NUM:period" , "how" , "old" , "be" , "stevie" 
"HUM:ind" , "who" , "be" , "the" , "first" 
"HUM:ind" , "who" , "be" , "luke" , "skywalker" 
"LOC:other" , "where" , "be" , "the" , "isle" 
"NUM:other" , "what" , "be" , "the" , "death" 
"NUM:date" , "when" , "will" , "the" , "millennium" 
"HUM:ind" , "who" , "create" , "the" , "comic" 
"HUM:ind" , "which" , "vietnamese" , "terrorist" , "be" 
"LOC:other" , "what" , "do" , "we" , "call" 
"LOC:country" , "what" , "country" , "capital" , "be" 
"LOC:other" , "where" , "do" , "ray" , "bradbury" 
"HUM:ind" , "who" , "be" , "the" , "current" 
"HUM:ind" , "who" , "establish" , "a" , "viking" 
"NUM:other" , "what" , "be" , "the" , "latitude" 
"LOC:other" , "where" , "can" , "i" , "get" 
"LOC:other" , "where" , "do" , "honecker" , "rule" 
"NUM:period" , "what" , "be" , "the" , "life" 
"NUM:count" , "how" , "many" , "member" , "state" 
"HUM:ind" , "who" , "shoot" , "and" , "kill" 
"HUM:ind" , "what" , "future" , "president" , "become" 
"HUM:ind" , "who" , "be" , "the" , "architect" 
"NUM:dist" , "what" , "be" , "the" , "dimension" 
"NUM:date" , "when" , "be" , "cnn" , "first" 
"LOC:country" , "what" , "african" , "country" , "be" 
"HUM:ind" , "what" , "be" , "the" , "christian" 
"HUM:ind" , "what" , "hear" , "artist" , "paint" 
"HUM:ind" , "who" , "write" , "son" , "and" 
"LOC:city" , "what" , "french" , "seaport" , "claim" 
"NUM:period" , "how" , "long" , "do" , "it" 
"NUM:count" , "how" , "many" , "millisecond" , "in" 
"HUM:ind" , "what" , "cherokee" , "indian" , "give" 
"NUM:date" , "when" , "be" , "camcorder" , "introduce" 
"NUM:perc" , "what" , "be" , "the" , "chance" 
"HUM:ind" , "who" , "be" , "the" , "star" 
"LOC:country" , "what" , "country" , "have" , "the" 
"HUM:ind" , "what" , "be" , "william" , "cody" 
"HUM:ind" , "who" , "do" , "richard" , "nixon" 
"HUM:ind" , "which" , "of" , "the" , "follow" 
"NUM:money" , "what" , "be" , "the" , "exchange" 
"NUM:count" , "how" , "many" , "state" , "do" 
"NUM:count" , "how" , "many" , "shilling" , "more" 
"HUM:ind" , "who" , "take" , "over" , "a" 
"HUM:ind" , "what" , "nazi" , "leader" , "kill" 
"NUM:other" , "what" , "brand" , "number" , "grace" 
"LOC:city" , "what" , "city" , "be" , "terrorize" 
"HUM:ind" , "who" , "be" , "the" , "fast" 
"LOC:other" , "what" , "be" , "the" , "best" 
"HUM:ind" , "who" , "betray" , "norway" , "to" 
"HUM:ind" , "who" , "take" , "the" , "toy" 
"HUM:ind" , "who" , "be" , "the" , "picts" 
"HUM:ind" , "who" , "be" , "station" , "at" 
"NUM:date" , "in" , "what" , "year" , "do" 
"NUM:dist" , "how" , "tall" , "be" , "the" 
"HUM:ind" , "what" , "actor" , "dress" , "up" 
"NUM:period" , "how" , "long" , "do" , "it" 
"NUM:count" , "how" , "much" , "of" , "the" 
"LOC:other" , "what" , "lake" , "be" , "sheboygan" 
"LOC:other" , "what" , "be" , "the" , "large" 
"NUM:count" , "how" , "many" , "people" , "die" 
"HUM:ind" , "who" , "write" , "the" , "look" 
"HUM:ind" , "what" , "be" , "the" , "name" 
"HUM:ind" , "who" , "claim" , "to" , "have" 
"HUM:ind" , "what" , "honeymooners" , "actress" , "do" 
"HUM:ind" , "what" , "be" , "the" , "role" 
"HUM:ind" , "silly" , "putty" , "be" , "invent" 
"HUM:ind" , "who" , "invent" , "the" , "paper" 
"HUM:ind" , "whom" , "do" , "lauren" , "bacall" 
"NUM:count" , "how" , "many" , "time" , "in" 
"LOC:city" , "what" , "city" , "or" , "state" 
"NUM:period" , "shea" , "and" , "gould" , "have" 
"NUM:date" , "what" , "year" , "do" , "degas" 
"HUM:ind" , "what" , "composer" , "be" , "award" 
"NUM:count" , "how" , "many" , "url" , "extension" 
"NUM:period" , "how" , "long" , "after" , "intercourse" 
"HUM:ind" , "who" , "create" , "the" , "fantastic" 
"HUM:ind" , "who" , "be" , "the" , "composer" 
"LOC:other" , "where" , "be" , "all" , "european" 
"HUM:ind" , "who" , "be" , "the" , "author" 
"HUM:ind" , "what" , "department" , "store" , "heir" 
"LOC:city" , "what" , "be" , "the" , "first" 
"LOC:state" , "what" , "state" , "have" , "the" 
"LOC:state" , "what" , "state" , "end" , "with" 
"NUM:count" , "how" , "many" , "variety" , "of" 
"LOC:other" , "what" , "be" , "the" , "large" 
"NUM:count" , "how" , "many" , "people" , "live" 
"HUM:ind" , "who" , "be" , "camp" , "david" 
"HUM:ind" , "who" , "portray" , "the" , "man" 
"NUM:money" , "how" , "much" , "money" , "be" 
"NUM:date" , "in" , "what" , "year" , "be" 
"LOC:country" , "what" , "country" , "boast" , "the" 
"NUM:money" , "what" , "be" , "the" , "regular" 
"LOC:other" , "what" , "metropolis" , "landmark" , "be" 
"LOC:other" , "where" , "can" , "one" , "find" 
"LOC:city" , "in" , "what" , "city" , "be" 
"HUM:ind" , "who" , "win" , "the" , "first" 
"HUM:ind" , "who" , "be" , "credit" , "with" 
"LOC:country" , "what" , "nationality" , "be" , "jackson" 
"NUM:count" , "how" , "much" , "of" , "the" 
"NUM:date" , "when" , "be" , "queen" , "victoria" 
"NUM:count" , "how" , "many" , "people" , "be" 
"LOC:other" , "what" , "be" , "worth" , "see" 
"NUM:date" , "when" , "be" , "yemen" , "reunify" 
"HUM:ind" , "what" , "mexican" , "leader" , "be" 
"NUM:money" , "what" , "be" , "the" , "federal" 
"NUM:other" , "what" , "be" , "the" , "unemployment" 
"LOC:other" , "where" , "be" , "santa" , "lucia" 
"HUM:ind" , "what" , "female" , "painter" , "produce" 
"HUM:ind" , "what" , "be" , "name" , "of" 
"NUM:other" , "what" , "be" , "the" , "horsepower" 
"NUM:date" , "what" , "year" , "do" , "apartheid" 
"HUM:ind" , "who" , "create" , "big" , "ben" 
"LOC:city" , "what" , "city" , "be" , "find" 
"LOC:state" , "what" , "populous" , "state" , "cover" 
"LOC:state" , "in" , "what" , "state" , "be" 
"NUM:date" , "when" , "do" , "aldous" , "huxley" 
"LOC:country" , "what" , "country" , "do" , "the" 
"NUM:period" , "how" , "long" , "be" , "the" 
"NUM:count" , "how" , "many" , "people" , "live" 
"HUM:ind" , "what" , "actress" , "be" , "know" 
"HUM:ind" , "who" , "play" , "the" , "title" 
"HUM:ind" , "who" , "invent" , "the" , "game" 
"NUM:date" , "when" , "do" , "human" , "first" 
"LOC:city" , "what" , "city" , "in" , "the" 
"LOC:other" , "what" , "tokyo" , "street" , "glitter" 
"NUM:period" , "what" , "be" , "the" , "average" 
"HUM:ind" , "when" , "mighty" , "mouse" , "be" 
"NUM:count" , "how" , "many" , "president" , "be" 
"NUM:date" , "when" , "be" , "the" , "first" 
"HUM:ind" , "what" , "be" , "nathan" , "hamill" 
"NUM:count" , "how" , "many" , "disk" , "do" 
"NUM:period" , "how" , "old" , "be" , "the" 
"NUM:perc" , "what" , "percentage" , "of" , "child" 
"NUM:count" , "how" , "many" , "year" , "ago" 
"NUM:count" , "how" , "many" , "people" , "be" 
"LOC:country" , "what" , "country" , "be" , "you" 
"HUM:ind" , "what" , "new" , "york" , "yankee" 
"HUM:ind" , "who" , "be" , "consider" , "the" 
"HUM:ind" , "who" , "pen" , "neither" , "a" 
"HUM:ind" , "who" , "head" , "hitler" , "infamous" 
"LOC:city" , "what" , "south" , "american" , "city" 
"LOC:city" , "what" , "german" , "city" , "do" 
"LOC:other" , "what" , "island" , "group" , "contain" 
"HUM:ind" , "what" , "be" , "a" , "person" 
"LOC:other" , "where" , "be" , "helium" , "first" 
"HUM:ind" , "who" , "make" , "the" , "musical" 
"HUM:ind" , "what" , "french" , "designer" , "declare" 
"NUM:date" , "what" , "season" , "be" , "the" 
"HUM:ind" , "what" , "comedian" , "be" , "ban" 
"LOC:country" , "what" , "country" , "be" , "the" 
"HUM:ind" , "what" , "apollo" , "astronaut" , "mind" 
"NUM:money" , "what" , "be" , "the" , "current" 
"LOC:mount" , "what" , "be" , "the" , "second" 
"HUM:ind" , "what" , "good" , "little" , "witch" 
"HUM:ind" , "what" , "be" , "the" , "nickname" 
"NUM:date" , "what" , "month" , "date" , "and" 
"NUM:count" , "how" , "many" , "cubic" , "foot" 
"LOC:other" , "what" , "the" , "world" , "large" 
"LOC:country" , "what" , "three" , "european" , "country" 
"NUM:count" , "how" , "many" , "earthworm" , "be" 
"NUM:other" , "what" , "be" , "the" , "average" 
"HUM:ind" , "who" , "the" , "founder" , "and" 
"NUM:date" , "in" , "what" , "year" , "do" 
"HUM:ind" , "who" , "be" , "the" , "first" 
"LOC:other" , "what" , "the" , "world" , "long" 
"LOC:city" , "what" , "asian" , "city" , "boast" 
"NUM:date" , "when" , "will" , "jean" , "aeul" 
"HUM:ind" , "what" , "famous" , "soldier" , "be" 
"LOC:city" , "what" , "be" , "the" , "first" 
"LOC:other" , "what" , "constellation" , "contain" , "the" 
"NUM:count" , "how" , "many" , "meter" , "be" 
"LOC:other" , "what" , "famed" , "london" , "criminal" 
"NUM:count" , "how" , "many" , "milligram" , "be" 
"LOC:other" , "where" , "do" , "he" , "get" 
"LOC:other" , "where" , "can" , "i" , "find" 
"HUM:ind" , "what" , "be" , "michael" , "jackson" 
"HUM:ind" , "who" , "be" , "the" , "first" 
"NUM:period" , "how" , "long" , "be" , "human" 
"LOC:other" , "where" , "do" , "mother" , "angelica" 
"NUM:other" , "what" , "the" , "population" , "of" 
"HUM:ind" , "who" , "start" , "the" , "domino" 
"NUM:period" , "how" , "old" , "be" , "jeremy" 
"HUM:ind" , "which" , "nba" , "player" , "have" 
"NUM:count" , "how" , "many" , "colored" , "square" 
"LOC:other" , "where" , "be" , "the" , "mayo" 
"LOC:other" , "what" , "caribbean" , "island" , "be" 
"LOC:other" , "where" , "can" , "i" , "find" 
"HUM:ind" , "who" , "be" , "the" , "famous" 
"LOC:city" , "what" , "australian" , "city" , "become" 
"HUM:ind" , "name" , "randy" , "craft" , "lawyer" 
"LOC:other" , "what" , "river" , "do" , "the" 
"NUM:other" , "how" , "often" , "be" , "quadruplet" 
"NUM:count" , "how" , "many" , "president" , "have" 
"HUM:ind" , "what" , "be" , "a" , "person" 
"HUM:ind" , "who" , "portray" , "vincent" , "van" 
"LOC:other" , "what" , "be" , "a" , "reliable" 
"NUM:date" , "what" , "season" , "begin" , "with" 
"HUM:ind" , "who" , "be" , "know" , "a" 
"LOC:other" , "where" , "do" , "cable" , "car" 
"LOC:other" , "what" , "be" , "george" , "lucas" 
"HUM:ind" , "who" , "be" , "the" , "father" 
"HUM:ind" , "who" , "say" , "old" , "soldier" 
"NUM:dist" , "how" , "long" , "be" , "tyrannosaurus" 
"HUM:ind" , "who" , "the" , "only" , "man" 
"LOC:city" , "what" , "kenyan" , "city" , "be" 
"HUM:ind" , "what" , "be" , "the" , "name" 
"LOC:state" , "what" , "four" , "state" , "have" 
"HUM:ind" , "who" , "be" , "the" , "second" 
"HUM:ind" , "what" , "major" , "victorian" , "novelist" 
"NUM:date" , "what" , "year" , "be" , "the" 
"LOC:other" , "what" , "be" , "the" , "big" 
"LOC:other" , "what" , "be" , "the" , "world" 
"HUM:ind" , "who" , "be" , "the" , "pope" 
"LOC:other" , "where" , "on" , "the" , "internet" 
"NUM:count" , "the" , "shea" , "gould" , "law" 
"HUM:ind" , "what" , "the" , "most" , "common" 
"NUM:period" , "how" , "long" , "do" , "it" 
"LOC:city" , "what" , "city" , "be" , "sometimes" 
"LOC:other" , "where" , "do" , "bocci" , "originate" 
"LOC:other" , "where" , "can" , "i" , "find" 
"NUM:other" , "what" , "be" , "the" , "frequency" 
"NUM:count" , "how" , "many" , "electoral" , "vote" 
"LOC:city" , "what" , "be" , "the" , "city" 
"NUM:date" , "in" , "what" , "year" , "be" 
"LOC:country" , "what" , "country" , "have" , "the" 
"NUM:date" , "when" , "be" , "the" , "de" 
"HUM:ind" , "who" , "be" , "the" , "first" 
"NUM:date" , "what" , "be" , "the" , "date" 
"LOC:other" , "where" , "do" , "freidreich" , "wilhelm" 
"NUM:count" , "how" , "much" , "folic" , "acid" 
"NUM:count" , "how" , "much" , "caffeine" , "be" 
"LOC:country" , "what" , "two" , "country" , "in" 
"NUM:code" , "what" , "be" , "columbia" , "tristar" 
"NUM:date" , "when" , "do" , "princess" , "diana" 
"LOC:country" , "which" , "country" , "do" , "hitler" 
"HUM:ind" , "who" , "direct" , "the" , "wild" 
"LOC:city" , "the" , "orange" , "bowl" , "be" 
"HUM:ind" , "what" , "comedian" , "be" , "bear" 
"NUM:count" , "how" , "many" , "leo" , "have" 
"LOC:state" , "what" , "state" , "be" , "herbert" 
"NUM:count" , "how" , "many" , "fiddler" , "do" 
"HUM:ind" , "what" , "poet" , "write" , "i" 
"NUM:count" , "what" , "be" , "the" , "population" 
"NUM:period" , "how" , "long" , "do" , "fly" 
"HUM:ind" , "who" , "run" , "andy" , "capp" 
"LOC:state" , "what" , "state" , "produce" , "the" 
"NUM:count" , "how" , "many" , "time" , "a" 
"LOC:other" , "what" , "islands" , "get" , "their" 
"HUM:ind" , "what" , "author" , "of" , "the" 
"HUM:ind" , "what" , "president" , "be" , "assassinate" 
"HUM:ind" , "what" , "comic" , "of" , "tv" 
"NUM:count" , "how" , "many" , "foot" , "long" 
"LOC:country" , "what" , "be" , "the" , "nationality" 
"HUM:ind" , "who" , "invent" , "the" , "game" 
"NUM:count" , "how" , "many" , "time" , "large" 
"LOC:country" , "what" , "be" , "the" , "name" 
"NUM:period" , "how" , "long" , "do" , "a" 
"LOC:other" , "where" , "can" , "i" , "get" 
"NUM:count" , "how" , "many" , "superbowls" , "have" 
"HUM:ind" , "who" , "be" , "the" , "creator" 
"HUM:ind" , "which" , "of" , "the" , "following" 
"NUM:other" , "what" , "a" , "perfect" , "score" 
"LOC:city" , "what" , "the" , "capital" , "of" 
"HUM:ind" , "who" , "ask" , "you" , "to" 
"HUM:ind" , "what" , "president" , "serve" , "for" 
"HUM:ind" , "what" , "be" , "drew" , "barrymore" 
"HUM:ind" , "what" , "be" , "supergirl" , "secret" 
"LOC:other" , "what" , "be" , "the" , "u" 
"HUM:ind" , "who" , "make" , "the" , "first" 
"HUM:ind" , "what" , "be" , "the" , "name" 
"NUM:date" , "on" , "what" , "date" , "do" 
"NUM:perc" , "what" , "be" , "the" , "odds" 
"NUM:date" , "in" , "what" , "year" , "do" 
"NUM:count" , "how" , "many" , "film" , "do" 
"HUM:ind" , "who" , "be" , "the" , "greek" 
"HUM:ind" , "what" , "music" , "personality" , "be" 
"NUM:date" , "when" , "be" , "the" , "first" 
"HUM:ind" , "who" , "be" , "the" , "first" 
"NUM:count" , "how" , "many" , "more" , "week" 
"HUM:ind" , "what" , "green" , "bay" , "packer" 
"LOC:other" , "where" , "be" , "the" , "henry" 
"NUM:date" , "what" , "year" , "do" , "nylon" 
"LOC:city" , "what" , "be" , "the" , "large" 
"HUM:ind" , "what" , "famous" , "comedian" , "recently" 
"LOC:other" , "what" , "be" , "drew" , "barrymore" 
"LOC:country" , "what" , "nationality" , "be" , "the" 
"HUM:ind" , "what" , "tv" , "family" , "sometimes" 
"HUM:ind" , "what" , "enigmatic" , "vice" , "president" 
"HUM:ind" , "who" , "be" , "charles" , "lindbergh" 
"HUM:ind" , "who" , "sing" , "angel" , "eye" 
"NUM:date" , "when" , "do" , "the" , "jurassic" 
"NUM:date" , "what" , "be" , "the" , "date" 
"LOC:other" , "what" , "be" , "the" , "name" 
"HUM:ind" , "what" , "character" , "do" , "maurice" 
"LOC:other" , "what" , "sea" , "surround" , "the" 
"NUM:count" , "how" , "many" , "different" , "vegetation" 
"LOC:other" , "what" , "ocean" , "be" , "amelia" 
"HUM:ind" , "what" , "be" , "the" , "nickname" 
"LOC:country" , "what" , "country" , "other" , "than" 
"NUM:date" , "when" , "be" , "the" , "bill" 
"LOC:state" , "what" , "be" , "the" , "large" 
"NUM:other" , "what" , "the" , "population" , "of" 
"LOC:other" , "what" , "california" , "desert" , "be" 
"LOC:other" , "where" , "do" , "the" , "blackhawks" 
"LOC:country" , "what" , "african" , "country" , "be" 
"NUM:date" , "what" , "year" , "do" , "the" 
"LOC:city" , "the" , "orange" , "bowl" , "be" 
"HUM:ind" , "what" , "pseudonym" , "do" , "william" 
"HUM:ind" , "what" , "be" , "the" , "last" 
"HUM:ind" , "what" , "cheery" , "fellow" , "get" 
"NUM:count" , "how" , "many" , "layer" , "do" 
"LOC:other" , "what" , "the" , "near" , "star" 
"LOC:other" , "where" , "be" , "inoco" , "base" 
"NUM:count" , "what" , "be" , "the" , "number" 
"NUM:count" , "how" , "many" , "station" , "do" 
"HUM:ind" , "who" , "be" , "the" , "russian" 
"HUM:ind" , "who" , "hold" , "the" , "nfl" 
